,context,question,source_sentence,res
926,"in 1785 , the assembly of the congress of the confederation made new york the national capital shortly after the war . new york was the last capital of the u.s. under the articles of confederation and the first capital under the constitution of the united states . in 1789 , the first president of the united states , george washington , was inaugurated ; the first united states congress and the supreme court of the united states each assembled for the first time , and the united states bill of rights was drafted , all at federal hall on wall street . by 1790 , new york had surpassed philadelphia as the largest city in the united states .",in what year did new york become the united states capital ?,"in 1785 , the assembly of the congress of the confederation made new york the national capital shortly after the war . "," when did new york become the national capital ?

"
927,"in 1785 , the assembly of the congress of the confederation made new york the national capital shortly after the war . new york was the last capital of the u.s. under the articles of confederation and the first capital under the constitution of the united states . in 1789 , the first president of the united states , george washington , was inaugurated ; the first united states congress and the supreme court of the united states each assembled for the first time , and the united states bill of rights was drafted , all at federal hall on wall street . by 1790 , new york had surpassed philadelphia as the largest city in the united states .",who was the united states ' first president ?,"in 1789 , the first president of the united states , george washington , was inaugurated ; the first united states congress and the supreme court of the united states each assembled for the first time , and the united states bill of rights was drafted , all at federal hall on wall street . "," what happened at federal hall on wall street in 1789 ?

"
928,"in 1785 , the assembly of the congress of the confederation made new york the national capital shortly after the war . new york was the last capital of the u.s. under the articles of confederation and the first capital under the constitution of the united states . in 1789 , the first president of the united states , george washington , was inaugurated ; the first united states congress and the supreme court of the united states each assembled for the first time , and the united states bill of rights was drafted , all at federal hall on wall street . by 1790 , new york had surpassed philadelphia as the largest city in the united states .",in what building did the supreme court of the united states first sit ?,"in 1789 , the first president of the united states , george washington , was inaugurated ; the first united states congress and the supreme court of the united states each assembled for the first time , and the united states bill of rights was drafted , all at federal hall on wall street . "," what happened at federal hall on wall street in 1789 ?

"
929,"in 1785 , the assembly of the congress of the confederation made new york the national capital shortly after the war . new york was the last capital of the u.s. under the articles of confederation and the first capital under the constitution of the united states . in 1789 , the first president of the united states , george washington , was inaugurated ; the first united states congress and the supreme court of the united states each assembled for the first time , and the united states bill of rights was drafted , all at federal hall on wall street . by 1790 , new york had surpassed philadelphia as the largest city in the united states .",on what street did the writing of the bill of rights occur ?,"in 1789 , the first president of the united states , george washington , was inaugurated ; the first united states congress and the supreme court of the united states each assembled for the first time , and the united states bill of rights was drafted , all at federal hall on wall street . "," what happened at federal hall on wall street in 1789 ?

"
930,"in 1785 , the assembly of the congress of the confederation made new york the national capital shortly after the war . new york was the last capital of the u.s. under the articles of confederation and the first capital under the constitution of the united states . in 1789 , the first president of the united states , george washington , was inaugurated ; the first united states congress and the supreme court of the united states each assembled for the first time , and the united states bill of rights was drafted , all at federal hall on wall street . by 1790 , new york had surpassed philadelphia as the largest city in the united states .",what was the second largest city in the united states in 1790 ?,"by 1790 , new york had surpassed philadelphia as the largest city in the united states . "," when did new york become the largest city in the united states ?

"
931,"in 1785 , the assembly of the congress of the confederation made new york the national capital shortly after the war . new york was the last capital of the u.s. under the articles of confederation and the first capital under the constitution of the united states . in 1789 , the first president of the united states , george washington , was inaugurated ; the first united states congress and the supreme court of the united states each assembled for the first time , and the united states bill of rights was drafted , all at federal hall on wall street . by 1790 , new york had surpassed philadelphia as the largest city in the united states .",which organization made new york the national capital in 1785 ?,"in 1785 , the assembly of the congress of the confederation made new york the national capital shortly after the war . "," when did new york become the national capital ?

"
932,"in 1785 , the assembly of the congress of the confederation made new york the national capital shortly after the war . new york was the last capital of the u.s. under the articles of confederation and the first capital under the constitution of the united states . in 1789 , the first president of the united states , george washington , was inaugurated ; the first united states congress and the supreme court of the united states each assembled for the first time , and the united states bill of rights was drafted , all at federal hall on wall street . by 1790 , new york had surpassed philadelphia as the largest city in the united states .",new york city became the first what under the new constitution of the united states ?,"in 1785 , the assembly of the congress of the confederation made new york the national capital shortly after the war . "," when did new york become the national capital ?

"
933,"in 1785 , the assembly of the congress of the confederation made new york the national capital shortly after the war . new york was the last capital of the u.s. under the articles of confederation and the first capital under the constitution of the united states . in 1789 , the first president of the united states , george washington , was inaugurated ; the first united states congress and the supreme court of the united states each assembled for the first time , and the united states bill of rights was drafted , all at federal hall on wall street . by 1790 , new york had surpassed philadelphia as the largest city in the united states .","the first president , george washington , took office in what year ?","in 1789 , the first president of the united states , george washington , was inaugurated ; the first united states congress and the supreme court of the united states each assembled for the first time , and the united states bill of rights was drafted , all at federal hall on wall street . "," what happened at federal hall on wall street in 1789 ?

"
934,"in 1785 , the assembly of the congress of the confederation made new york the national capital shortly after the war . new york was the last capital of the u.s. under the articles of confederation and the first capital under the constitution of the united states . in 1789 , the first president of the united states , george washington , was inaugurated ; the first united states congress and the supreme court of the united states each assembled for the first time , and the united states bill of rights was drafted , all at federal hall on wall street . by 1790 , new york had surpassed philadelphia as the largest city in the united states .","by which year , did new york city become the largest city in the united states ?","by 1790 , new york had surpassed philadelphia as the largest city in the united states . "," when did new york become the largest city in the united states ?

"
935,"under new york state 's gradual abolition act of 1799 , children of slave mothers were born to be eventually liberated but were held in indentured servitude until their mid-to-late twenties . together with slaves freed by their masters after the revolutionary war and escaped slaves , a significant free-black population gradually developed in manhattan . under such influential united states founders as alexander hamilton and john jay , the new york manumission society worked for abolition and established the african free school to educate black children . it was not until 1827 that slavery was completely abolished in the state , and free blacks struggled afterward with discrimination . new york interracial abolitionist activism continued ; among its leaders were graduates of the african free school . the city 's black population reached more than 16,000 in 1840 .",in what year did the state of new york pass a law to free the slaves ?,"under new york state 's gradual abolition act of 1799 , children of slave mothers were born to be eventually liberated but were held in indentured servitude until their mid-to-late twenties . "," what was the status of children born to slave mothers in new york state in 1799 ?

"
936,"under new york state 's gradual abolition act of 1799 , children of slave mothers were born to be eventually liberated but were held in indentured servitude until their mid-to-late twenties . together with slaves freed by their masters after the revolutionary war and escaped slaves , a significant free-black population gradually developed in manhattan . under such influential united states founders as alexander hamilton and john jay , the new york manumission society worked for abolition and established the african free school to educate black children . it was not until 1827 that slavery was completely abolished in the state , and free blacks struggled afterward with discrimination . new york interracial abolitionist activism continued ; among its leaders were graduates of the african free school . the city 's black population reached more than 16,000 in 1840 .",what borough was home to a notable population of free african-americans ?,"together with slaves freed by their masters after the revolutionary war and escaped slaves , a significant free-black population gradually developed in manhattan . "," what was the population of free blacks in manhattan in the early 19th century ?

"
937,"under new york state 's gradual abolition act of 1799 , children of slave mothers were born to be eventually liberated but were held in indentured servitude until their mid-to-late twenties . together with slaves freed by their masters after the revolutionary war and escaped slaves , a significant free-black population gradually developed in manhattan . under such influential united states founders as alexander hamilton and john jay , the new york manumission society worked for abolition and established the african free school to educate black children . it was not until 1827 that slavery was completely abolished in the state , and free blacks struggled afterward with discrimination . new york interracial abolitionist activism continued ; among its leaders were graduates of the african free school . the city 's black population reached more than 16,000 in 1840 .","along with john jay , who founded the new york manumission society ?","under such influential united states founders as alexander hamilton and john jay , the new york manumission society worked for abolition and established the african free school to educate black children . "," who founded the african free school ?

"
938,"under new york state 's gradual abolition act of 1799 , children of slave mothers were born to be eventually liberated but were held in indentured servitude until their mid-to-late twenties . together with slaves freed by their masters after the revolutionary war and escaped slaves , a significant free-black population gradually developed in manhattan . under such influential united states founders as alexander hamilton and john jay , the new york manumission society worked for abolition and established the african free school to educate black children . it was not until 1827 that slavery was completely abolished in the state , and free blacks struggled afterward with discrimination . new york interracial abolitionist activism continued ; among its leaders were graduates of the african free school . the city 's black population reached more than 16,000 in 1840 .",in what year did the state of new york eliminate slavery ?,"it was not until 1827 that slavery was completely abolished in the state , and free blacks struggled afterward with discrimination . "," when was slavery abolished in new york ?

"
939,"under new york state 's gradual abolition act of 1799 , children of slave mothers were born to be eventually liberated but were held in indentured servitude until their mid-to-late twenties . together with slaves freed by their masters after the revolutionary war and escaped slaves , a significant free-black population gradually developed in manhattan . under such influential united states founders as alexander hamilton and john jay , the new york manumission society worked for abolition and established the african free school to educate black children . it was not until 1827 that slavery was completely abolished in the state , and free blacks struggled afterward with discrimination . new york interracial abolitionist activism continued ; among its leaders were graduates of the african free school . the city 's black population reached more than 16,000 in 1840 .","in 1840 , about how many african-americans lived in new york city ?","the city 's black population reached more than 16,000 in 1840 . "," when did slavery end in new york ?

"
940,"under new york state 's gradual abolition act of 1799 , children of slave mothers were born to be eventually liberated but were held in indentured servitude until their mid-to-late twenties . together with slaves freed by their masters after the revolutionary war and escaped slaves , a significant free-black population gradually developed in manhattan . under such influential united states founders as alexander hamilton and john jay , the new york manumission society worked for abolition and established the african free school to educate black children . it was not until 1827 that slavery was completely abolished in the state , and free blacks struggled afterward with discrimination . new york interracial abolitionist activism continued ; among its leaders were graduates of the african free school . the city 's black population reached more than 16,000 in 1840 .",the gradual abolition act in new york was formed in what year ?,"under new york state 's gradual abolition act of 1799 , children of slave mothers were born to be eventually liberated but were held in indentured servitude until their mid-to-late twenties . "," what was the status of children born to slave mothers in new york state in 1799 ?

"
941,"under new york state 's gradual abolition act of 1799 , children of slave mothers were born to be eventually liberated but were held in indentured servitude until their mid-to-late twenties . together with slaves freed by their masters after the revolutionary war and escaped slaves , a significant free-black population gradually developed in manhattan . under such influential united states founders as alexander hamilton and john jay , the new york manumission society worked for abolition and established the african free school to educate black children . it was not until 1827 that slavery was completely abolished in the state , and free blacks struggled afterward with discrimination . new york interracial abolitionist activism continued ; among its leaders were graduates of the african free school . the city 's black population reached more than 16,000 in 1840 .",when was slavery completely outlawed in the state of new york ?,"it was not until 1827 that slavery was completely abolished in the state , and free blacks struggled afterward with discrimination . "," when was slavery abolished in new york ?

"
942,"in the 19th century , the city was transformed by development relating to its status as a trading center , as well as by european immigration . the city adopted the commissioners ' plan of 1811 , which expanded the city street grid to encompass all of manhattan . the 1825 completion of the erie canal through central new york connected the atlantic port to the agricultural markets and commodities of the north american interior via the hudson river and the great lakes . local politics became dominated by tammany hall , a political machine supported by irish and german immigrants .",what plan of 1811 spread a grid of streets across manhattan ?,"the city adopted the commissioners ' plan of 1811 , which expanded the city street grid to encompass all of manhattan . "," what did the commissioners ' plan of 1811 do ?

"
943,"in the 19th century , the city was transformed by development relating to its status as a trading center , as well as by european immigration . the city adopted the commissioners ' plan of 1811 , which expanded the city street grid to encompass all of manhattan . the 1825 completion of the erie canal through central new york connected the atlantic port to the agricultural markets and commodities of the north american interior via the hudson river and the great lakes . local politics became dominated by tammany hall , a political machine supported by irish and german immigrants .",in what year did the erie canal finish building ?,the 1825 completion of the erie canal through central new york connected the atlantic port to the agricultural markets and commodities of the north american interior via the hudson river and the great lakes . ," what did the erie canal connect ?

"
944,"in the 19th century , the city was transformed by development relating to its status as a trading center , as well as by european immigration . the city adopted the commissioners ' plan of 1811 , which expanded the city street grid to encompass all of manhattan . the 1825 completion of the erie canal through central new york connected the atlantic port to the agricultural markets and commodities of the north american interior via the hudson river and the great lakes . local politics became dominated by tammany hall , a political machine supported by irish and german immigrants .",what political machine controlled new york politics in this era ?,"local politics became dominated by tammany hall , a political machine supported by irish and german immigrants . "," what was the name of the political machine that dominated local politics in new york city in the 19th century ?

"
945,"in the 19th century , the city was transformed by development relating to its status as a trading center , as well as by european immigration . the city adopted the commissioners ' plan of 1811 , which expanded the city street grid to encompass all of manhattan . the 1825 completion of the erie canal through central new york connected the atlantic port to the agricultural markets and commodities of the north american interior via the hudson river and the great lakes . local politics became dominated by tammany hall , a political machine supported by irish and german immigrants .","along with german immigrants , immigrants of what nationality supported tammany hall ?","local politics became dominated by tammany hall , a political machine supported by irish and german immigrants . "," what was the name of the political machine that dominated local politics in new york city in the 19th century ?

"
946,"in the 19th century , the city was transformed by development relating to its status as a trading center , as well as by european immigration . the city adopted the commissioners ' plan of 1811 , which expanded the city street grid to encompass all of manhattan . the 1825 completion of the erie canal through central new york connected the atlantic port to the agricultural markets and commodities of the north american interior via the hudson river and the great lakes . local politics became dominated by tammany hall , a political machine supported by irish and german immigrants .",the erie canal was finished being built in what year ?,the 1825 completion of the erie canal through central new york connected the atlantic port to the agricultural markets and commodities of the north american interior via the hudson river and the great lakes . ," what did the erie canal connect ?

"
947,"several prominent american literary figures lived in new york during the 1830s and 1840s , including william cullen bryant , washington irving , herman melville , rufus wilmot griswold , john keese , nathaniel parker willis , and edgar allan poe . public-minded members of the contemporaneous business elite lobbied for the establishment of central park , which in 1857 became the first landscaped park in an american city .",what was the name of the first urban landscaped park in the united states ?,"public-minded members of the contemporaneous business elite lobbied for the establishment of central park , which in 1857 became the first landscaped park in an american city . "," who lobbied for the establishment of central park ?

"
948,"several prominent american literary figures lived in new york during the 1830s and 1840s , including william cullen bryant , washington irving , herman melville , rufus wilmot griswold , john keese , nathaniel parker willis , and edgar allan poe . public-minded members of the contemporaneous business elite lobbied for the establishment of central park , which in 1857 became the first landscaped park in an american city .",in what year was central park founded ?,"public-minded members of the contemporaneous business elite lobbied for the establishment of central park , which in 1857 became the first landscaped park in an american city . "," who lobbied for the establishment of central park ?

"
949,"several prominent american literary figures lived in new york during the 1830s and 1840s , including william cullen bryant , washington irving , herman melville , rufus wilmot griswold , john keese , nathaniel parker willis , and edgar allan poe . public-minded members of the contemporaneous business elite lobbied for the establishment of central park , which in 1857 became the first landscaped park in an american city .","central park , in 1857 , became the first park in america to become what ?","public-minded members of the contemporaneous business elite lobbied for the establishment of central park , which in 1857 became the first landscaped park in an american city . "," who lobbied for the establishment of central park ?

"
950,"the great irish famine brought a large influx of irish immigrants . over 200,000 were living in new york by 1860 , upwards of a quarter of the city 's population . there was also extensive immigration from the german provinces , where revolutions had disrupted societies , and germans comprised another 25 % of new york 's population by 1860 .",what event brought many irish immigrants to the united states ?,the great irish famine brought a large influx of irish immigrants . ," what caused the great irish famine ?

"
951,"the great irish famine brought a large influx of irish immigrants . over 200,000 were living in new york by 1860 , upwards of a quarter of the city 's population . there was also extensive immigration from the german provinces , where revolutions had disrupted societies , and germans comprised another 25 % of new york 's population by 1860 .","in 1860 , approximately how many people of irish extraction were in new york ?","over 200,000 were living in new york by 1860 , upwards of a quarter of the city 's population . "," how many irish immigrants were living in new york by 1860 ?

"
952,"the great irish famine brought a large influx of irish immigrants . over 200,000 were living in new york by 1860 , upwards of a quarter of the city 's population . there was also extensive immigration from the german provinces , where revolutions had disrupted societies , and germans comprised another 25 % of new york 's population by 1860 .","in 1860 , what fraction of the city population was composed of irish immigrants ?","over 200,000 were living in new york by 1860 , upwards of a quarter of the city 's population . "," how many irish immigrants were living in new york by 1860 ?

"
953,"the great irish famine brought a large influx of irish immigrants . over 200,000 were living in new york by 1860 , upwards of a quarter of the city 's population . there was also extensive immigration from the german provinces , where revolutions had disrupted societies , and germans comprised another 25 % of new york 's population by 1860 .","in 1860 , what percentage of the city population was composed of german immigrants ?","there was also extensive immigration from the german provinces , where revolutions had disrupted societies , and germans comprised another 25 % of new york 's population by 1860 . "," what was the percentage of german immigrants in new york city in 1860 ?

"
954,"the great irish famine brought a large influx of irish immigrants . over 200,000 were living in new york by 1860 , upwards of a quarter of the city 's population . there was also extensive immigration from the german provinces , where revolutions had disrupted societies , and germans comprised another 25 % of new york 's population by 1860 .",what events provoked the immigration of people from germany ?,"there was also extensive immigration from the german provinces , where revolutions had disrupted societies , and germans comprised another 25 % of new york 's population by 1860 . "," what was the percentage of german immigrants in new york city in 1860 ?

"
955,"the great irish famine brought a large influx of irish immigrants . over 200,000 were living in new york by 1860 , upwards of a quarter of the city 's population . there was also extensive immigration from the german provinces , where revolutions had disrupted societies , and germans comprised another 25 % of new york 's population by 1860 .",which event brought upon a lot of irish immigrants to nyc ?,the great irish famine brought a large influx of irish immigrants . ," what caused the great irish famine ?

"
956,"the great irish famine brought a large influx of irish immigrants . over 200,000 were living in new york by 1860 , upwards of a quarter of the city 's population . there was also extensive immigration from the german provinces , where revolutions had disrupted societies , and germans comprised another 25 % of new york 's population by 1860 .",how many immigrants that were irish were living in new york in 1860 ?,"over 200,000 were living in new york by 1860 , upwards of a quarter of the city 's population . "," how many irish immigrants were living in new york by 1860 ?

"
957,"democratic party candidates were consistently elected to local office , increasing the city 's ties to the south and its dominant party . in 1861 , mayor fernando wood called on the aldermen to declare independence from albany and the united states after the south seceded , but his proposal was not acted on . anger at new military conscription laws during the american civil war -lrb- 1861 -- 1865 -rrb- , which spared wealthier men who could afford to pay a $ 300 -lrb- equivalent to $ 5,766 in 2016 -rrb- commutation fee to hire a substitute , led to the draft riots of 1863 , whose most visible participants were ethnic irish working class . the situation deteriorated into attacks on new york 's elite , followed by attacks on black new yorkers and their property after fierce competition for a decade between irish immigrants and blacks for work . rioters burned the colored orphan asylum to the ground , but more than 200 children escaped harm due to efforts of the new york city police department , which was mainly made up of irish immigrants . according to historian james m. mcpherson -lrb- 2001 -rrb- , at least 120 people were killed . in all , eleven black men were lynched over five days , and the riots forced hundreds of blacks to flee the city for williamsburg , brooklyn , as well as new jersey ; the black population in manhattan fell below 10,000 by 1865 , which it had last been in 1820 . the white working class had established dominance . violence by longshoremen against black men was especially fierce in the docks area . it was one of the worst incidents of civil unrest in american history .",who was the mayor of new york city in 1861 ?,"in 1861 , mayor fernando wood called on the aldermen to declare independence from albany and the united states after the south seceded , but his proposal was not acted on . "," what did mayor fernando wood propose in 1861 ?

"
958,"democratic party candidates were consistently elected to local office , increasing the city 's ties to the south and its dominant party . in 1861 , mayor fernando wood called on the aldermen to declare independence from albany and the united states after the south seceded , but his proposal was not acted on . anger at new military conscription laws during the american civil war -lrb- 1861 -- 1865 -rrb- , which spared wealthier men who could afford to pay a $ 300 -lrb- equivalent to $ 5,766 in 2016 -rrb- commutation fee to hire a substitute , led to the draft riots of 1863 , whose most visible participants were ethnic irish working class . the situation deteriorated into attacks on new york 's elite , followed by attacks on black new yorkers and their property after fierce competition for a decade between irish immigrants and blacks for work . rioters burned the colored orphan asylum to the ground , but more than 200 children escaped harm due to efforts of the new york city police department , which was mainly made up of irish immigrants . according to historian james m. mcpherson -lrb- 2001 -rrb- , at least 120 people were killed . in all , eleven black men were lynched over five days , and the riots forced hundreds of blacks to flee the city for williamsburg , brooklyn , as well as new jersey ; the black population in manhattan fell below 10,000 by 1865 , which it had last been in 1820 . the white working class had established dominance . violence by longshoremen against black men was especially fierce in the docks area . it was one of the worst incidents of civil unrest in american history .",what was the commutation fee to avoid being conscripted during the american civil war ?,"anger at new military conscription laws during the american civil war -lrb- 1861 -- 1865 -rrb- , which spared wealthier men who could afford to pay a $ 300 -lrb- equivalent to $ 5,766 in 2016 -rrb- commutation fee to hire a substitute , led to the draft riots of 1863 , whose most visible participants were ethnic irish working class . "," who were the most visible participants in the draft riots of 1863 ?

"
959,"democratic party candidates were consistently elected to local office , increasing the city 's ties to the south and its dominant party . in 1861 , mayor fernando wood called on the aldermen to declare independence from albany and the united states after the south seceded , but his proposal was not acted on . anger at new military conscription laws during the american civil war -lrb- 1861 -- 1865 -rrb- , which spared wealthier men who could afford to pay a $ 300 -lrb- equivalent to $ 5,766 in 2016 -rrb- commutation fee to hire a substitute , led to the draft riots of 1863 , whose most visible participants were ethnic irish working class . the situation deteriorated into attacks on new york 's elite , followed by attacks on black new yorkers and their property after fierce competition for a decade between irish immigrants and blacks for work . rioters burned the colored orphan asylum to the ground , but more than 200 children escaped harm due to efforts of the new york city police department , which was mainly made up of irish immigrants . according to historian james m. mcpherson -lrb- 2001 -rrb- , at least 120 people were killed . in all , eleven black men were lynched over five days , and the riots forced hundreds of blacks to flee the city for williamsburg , brooklyn , as well as new jersey ; the black population in manhattan fell below 10,000 by 1865 , which it had last been in 1820 . the white working class had established dominance . violence by longshoremen against black men was especially fierce in the docks area . it was one of the worst incidents of civil unrest in american history .",people of what ethnicity most visibly participated in the draft riots of 1863 ?,"anger at new military conscription laws during the american civil war -lrb- 1861 -- 1865 -rrb- , which spared wealthier men who could afford to pay a $ 300 -lrb- equivalent to $ 5,766 in 2016 -rrb- commutation fee to hire a substitute , led to the draft riots of 1863 , whose most visible participants were ethnic irish working class . "," who were the most visible participants in the draft riots of 1863 ?

"
960,"democratic party candidates were consistently elected to local office , increasing the city 's ties to the south and its dominant party . in 1861 , mayor fernando wood called on the aldermen to declare independence from albany and the united states after the south seceded , but his proposal was not acted on . anger at new military conscription laws during the american civil war -lrb- 1861 -- 1865 -rrb- , which spared wealthier men who could afford to pay a $ 300 -lrb- equivalent to $ 5,766 in 2016 -rrb- commutation fee to hire a substitute , led to the draft riots of 1863 , whose most visible participants were ethnic irish working class . the situation deteriorated into attacks on new york 's elite , followed by attacks on black new yorkers and their property after fierce competition for a decade between irish immigrants and blacks for work . rioters burned the colored orphan asylum to the ground , but more than 200 children escaped harm due to efforts of the new york city police department , which was mainly made up of irish immigrants . according to historian james m. mcpherson -lrb- 2001 -rrb- , at least 120 people were killed . in all , eleven black men were lynched over five days , and the riots forced hundreds of blacks to flee the city for williamsburg , brooklyn , as well as new jersey ; the black population in manhattan fell below 10,000 by 1865 , which it had last been in 1820 . the white working class had established dominance . violence by longshoremen against black men was especially fierce in the docks area . it was one of the worst incidents of civil unrest in american history .",about how many people died during the draft riots of 1863 ?,"according to historian james m. mcpherson -lrb- 2001 -rrb- , at least 120 people were killed . "," how many people were killed in the new york city draft riots ?

"
961,"democratic party candidates were consistently elected to local office , increasing the city 's ties to the south and its dominant party . in 1861 , mayor fernando wood called on the aldermen to declare independence from albany and the united states after the south seceded , but his proposal was not acted on . anger at new military conscription laws during the american civil war -lrb- 1861 -- 1865 -rrb- , which spared wealthier men who could afford to pay a $ 300 -lrb- equivalent to $ 5,766 in 2016 -rrb- commutation fee to hire a substitute , led to the draft riots of 1863 , whose most visible participants were ethnic irish working class . the situation deteriorated into attacks on new york 's elite , followed by attacks on black new yorkers and their property after fierce competition for a decade between irish immigrants and blacks for work . rioters burned the colored orphan asylum to the ground , but more than 200 children escaped harm due to efforts of the new york city police department , which was mainly made up of irish immigrants . according to historian james m. mcpherson -lrb- 2001 -rrb- , at least 120 people were killed . in all , eleven black men were lynched over five days , and the riots forced hundreds of blacks to flee the city for williamsburg , brooklyn , as well as new jersey ; the black population in manhattan fell below 10,000 by 1865 , which it had last been in 1820 . the white working class had established dominance . violence by longshoremen against black men was especially fierce in the docks area . it was one of the worst incidents of civil unrest in american history .",what was the approximate african-american population of new york city in 1865 ?,"in all , eleven black men were lynched over five days , and the riots forced hundreds of blacks to flee the city for williamsburg , brooklyn , as well as new jersey ; the black population in manhattan fell below 10,000 by 1865 , which it had last been in 1820 . "," how many black men were lynched during the new york city draft riots ?

"
962,"democratic party candidates were consistently elected to local office , increasing the city 's ties to the south and its dominant party . in 1861 , mayor fernando wood called on the aldermen to declare independence from albany and the united states after the south seceded , but his proposal was not acted on . anger at new military conscription laws during the american civil war -lrb- 1861 -- 1865 -rrb- , which spared wealthier men who could afford to pay a $ 300 -lrb- equivalent to $ 5,766 in 2016 -rrb- commutation fee to hire a substitute , led to the draft riots of 1863 , whose most visible participants were ethnic irish working class . the situation deteriorated into attacks on new york 's elite , followed by attacks on black new yorkers and their property after fierce competition for a decade between irish immigrants and blacks for work . rioters burned the colored orphan asylum to the ground , but more than 200 children escaped harm due to efforts of the new york city police department , which was mainly made up of irish immigrants . according to historian james m. mcpherson -lrb- 2001 -rrb- , at least 120 people were killed . in all , eleven black men were lynched over five days , and the riots forced hundreds of blacks to flee the city for williamsburg , brooklyn , as well as new jersey ; the black population in manhattan fell below 10,000 by 1865 , which it had last been in 1820 . the white working class had established dominance . violence by longshoremen against black men was especially fierce in the docks area . it was one of the worst incidents of civil unrest in american history .",the draft riots caused which building to burn down in 1863 ?,"rioters burned the colored orphan asylum to the ground , but more than 200 children escaped harm due to efforts of the new york city police department , which was mainly made up of irish immigrants . "," who saved the children from the colored orphan asylum ?

"
963,"in 1898 , the modern city of new york was formed with the consolidation of brooklyn -lrb- until then a separate city -rrb- , the county of new york -lrb- which then included parts of the bronx -rrb- , the county of richmond , and the western portion of the county of queens . the opening of the subway in 1904 , first built as separate private systems , helped bind the new city together . throughout the first half of the 20th century , the city became a world center for industry , commerce , and communication .",in what year was the modern city of new york founded ?,"in 1898 , the modern city of new york was formed with the consolidation of brooklyn -lrb- until then a separate city -rrb- , the county of new york -lrb- which then included parts of the bronx -rrb- , the county of richmond , and the western portion of the county of queens . "," what was the modern city of new york formed with ?

"
964,"in 1898 , the modern city of new york was formed with the consolidation of brooklyn -lrb- until then a separate city -rrb- , the county of new york -lrb- which then included parts of the bronx -rrb- , the county of richmond , and the western portion of the county of queens . the opening of the subway in 1904 , first built as separate private systems , helped bind the new city together . throughout the first half of the 20th century , the city became a world center for industry , commerce , and communication .",in what year did the subway begin operation ?,"the opening of the subway in 1904 , first built as separate private systems , helped bind the new city together . "," what helped bind the new city together ?

"
965,"in 1898 , the modern city of new york was formed with the consolidation of brooklyn -lrb- until then a separate city -rrb- , the county of new york -lrb- which then included parts of the bronx -rrb- , the county of richmond , and the western portion of the county of queens . the opening of the subway in 1904 , first built as separate private systems , helped bind the new city together . throughout the first half of the 20th century , the city became a world center for industry , commerce , and communication .",portions of what modern-day borough were included in the county of new york ?,"in 1898 , the modern city of new york was formed with the consolidation of brooklyn -lrb- until then a separate city -rrb- , the county of new york -lrb- which then included parts of the bronx -rrb- , the county of richmond , and the western portion of the county of queens . "," what was the modern city of new york formed with ?

"
966,"in 1898 , the modern city of new york was formed with the consolidation of brooklyn -lrb- until then a separate city -rrb- , the county of new york -lrb- which then included parts of the bronx -rrb- , the county of richmond , and the western portion of the county of queens . the opening of the subway in 1904 , first built as separate private systems , helped bind the new city together . throughout the first half of the 20th century , the city became a world center for industry , commerce , and communication .",the subway of new york was first available in what year ?,"the opening of the subway in 1904 , first built as separate private systems , helped bind the new city together . "," what helped bind the new city together ?

"
967,"in 1904 , the steamship general slocum caught fire in the east river , killing 1,021 people on board . in 1911 , the triangle shirtwaist factory fire , the city 's worst industrial disaster , took the lives of 146 garment workers and spurred the growth of the international ladies ' garment workers ' union and major improvements in factory safety standards .",in what year did the general slocum disaster occur ?,"in 1904 , the steamship general slocum caught fire in the east river , killing 1,021 people on board . "," what happened to the general slocum in 1904 ?

"
968,"in 1904 , the steamship general slocum caught fire in the east river , killing 1,021 people on board . in 1911 , the triangle shirtwaist factory fire , the city 's worst industrial disaster , took the lives of 146 garment workers and spurred the growth of the international ladies ' garment workers ' union and major improvements in factory safety standards .",how many people died on the general slocum ?,"in 1904 , the steamship general slocum caught fire in the east river , killing 1,021 people on board . "," what happened to the general slocum in 1904 ?

"
969,"in 1904 , the steamship general slocum caught fire in the east river , killing 1,021 people on board . in 1911 , the triangle shirtwaist factory fire , the city 's worst industrial disaster , took the lives of 146 garment workers and spurred the growth of the international ladies ' garment workers ' union and major improvements in factory safety standards .",in what building did the city 's deadliest industrial disaster occur ?,"in 1911 , the triangle shirtwaist factory fire , the city 's worst industrial disaster , took the lives of 146 garment workers and spurred the growth of the international ladies ' garment workers ' union and major improvements in factory safety standards . "," what was the worst industrial disaster in new york city history ?

"
970,"in 1904 , the steamship general slocum caught fire in the east river , killing 1,021 people on board . in 1911 , the triangle shirtwaist factory fire , the city 's worst industrial disaster , took the lives of 146 garment workers and spurred the growth of the international ladies ' garment workers ' union and major improvements in factory safety standards .",how many people died in the triangle shirtwaist factory fire ?,"in 1911 , the triangle shirtwaist factory fire , the city 's worst industrial disaster , took the lives of 146 garment workers and spurred the growth of the international ladies ' garment workers ' union and major improvements in factory safety standards . "," what was the worst industrial disaster in new york city history ?

"
