,generated question,gold question
241,"how is a'rental banker' any different from an `ultra-ra lending lender?' and from an 'Alt-a' like 'frankly-risky lender'?
It will depend upon your question, may not, but when you answer, it is necessary to examine one of these questions carefully and decide whether to accept the above data and state",indymac offered this type of questionable loans to borrowers ?
242," if indymac can control these loans, why can indymac not regulate its lending practice? In that case, a borrower should be able to be sure that they have no risk. Indymac would need to ask the borrower's credit history or income, and that they have no problems with it. The loan company would have to",indymac resisted efforts by regulators to tighten this criteria of their loans ?
243,"how is income distribution affected?:
It seems to me that there is no way of knowing where income distribution from the top to the bottom of the pyramid gets its fair share when compared to the richest families, except that many of the poorer families have a fairly similar income distribution as the",how many of the poorest families did not have any wealth decline during the financial crisis ?
244,"how is income distribution affected?:
It's probably pretty simple, as most of the middle class are poor from the poverty line. Their poverty line fell sharply between 2003-2008.
So what about tax liabilities?:
According to a report from the Center on the Budget and Policy Priorities, one of the prim","in a federal reserve survey of 4,000 households , what percent reported wealth decline between 2007 and 2009 ?"
245," How is income distribution affected by these two issues? We can look at the distribution of wealth as a function of income inequality. 
From another perspective, consider the income distribution. Suppose that you have two incomes that are equal, each having a higher income than the other. Do you th",how many of the richest families had a decrease in total wealth between 2007 and 2009 ?
246," How is income distribution affected by these two issues? We can look at the distribution of wealth as a function of income inequality. 
From another perspective, consider the income distribution. Suppose that you have two incomes that are equal, each having a higher income than the other. Do you th",how many families at the bottom of the pyramid had a decrease in total wealth between 2007 and 2009 ?
247,"how is income distribution affected?:
It seems to me that there is no way of knowing where income distribution from the top to the bottom of the pyramid gets its fair share when compared to the richest families, except that many of the poorer families have a fairly similar income distribution as the",which families experienced the least decline in wealth between 2007 and 2009 ?
248,"how is the probability of a recession to be low?
According to the official statistics, as long as unemployment decreases to a minimum (e.g. between 4-6.5/week, 6-10-20-30) or a very low, unemployment is likely to persist at one level (ex. at zero, 4-5/week).","on november 3 , 2008 , who predicted extremely weak gdp growth for the eurozone in 2009 ?"
249,"how is the probability of a recession to be low?
According to the official statistics, as long as unemployment decreases to a minimum (e.g. between 4-6.5/week, 6-10-20-30) or a very low, unemployment is likely to persist at one level (ex. at zero, 4-5/week).",how much did the european commission estimate the gdp growth for eurozone countries would be in 2009 ?
250,"how is the probability of a recession to be low?
According to the official statistics, as long as unemployment decreases to a minimum (e.g. between 4-6.5/week, 6-10-20-30) or a very low, unemployment is likely to persist at one level (ex. at zero, 4-5/week).",how much did the european commission estimate the gdp growth for the uk would be in 2009 ?
251,"how is the probability that at any given point in time during 2008, the european central bank would raise rates to a level of 3%, be negative for 2008, or not.
It will depend upon many different factors.
It can easily be shown that the euroce area, one of the major members of the Eurozone, has an ex","on november 6 , in washington , d.c. , who predicted a worldwide recession for 2009 ?"
252,"how is the demand for debt coming to an end?
According to the statement of the european commission, which announced the growth forecast for 2010-2011 for the european economy, the following are some of the facts :
It is very clear that economic growth is due partly to the strengthening of growth pro","on november 5 , 2008 , the bank of england reduced their interest rate from 4.5 % to what ?"
253,"how is the U.S. Federal Reserve to avoid the risk of deflation from now on? If you look at how things will change for the US economy between now and when the U.S. federal government begins its next $3.4 trillion monetary stimulus program, one can understand two problems from start to finish. one, yo",what have central banks around the world done to avoid the risk of a deflationary spiral ?
254,"how is the state of the art of creating liquidity in the financial market? i.e., making sure that the banks are able to offer customers more liquidity?
We have developed an example: the case of a high-speed commercial airline. The airline had the power to provide commercial flights, from London to M",what have governments done to offset the reduction in private sector demand ?
255,"how is the state of the art? 
Based on what we know from the current financial crises, from the early 2008 to the mid-2011 crises, the U.S. Federal Reserve's new and expanded liquidity facilities were intended to mitigate the negative health effects from the current financial crisis, from the recess",what is the u.s. federal reserve 's traditional role during a crisis ?
256,"how is the state of the art? 
Based on what we know from the current financial crises, from the early 2008 to the mid-2011 crises, the U.S. Federal Reserve's new and expanded liquidity facilities were intended to mitigate the negative health effects from the current financial crisis, from the recess",what did the u.s. federal reserve do to increase access to liquidity ?
257,"how is the U.S. Federal Reserve to avoid the risk of deflation from now on? If you look at how things will change for the US economy between now and when the U.S. federal government begins its next $3.4 trillion monetary stimulus program, one can understand two problems from start to finish. one, yo",what type decline does lower wages and higher unemployment lead to ?
258,"how is the state of our Central Banks supposed to manage their own massive amount of currency while simultaneously making sure that the vast majority of their money is safe? As for the current crisis, the answer is obvious;the problem is not a lack of financial stability — the economic system is rid",what brought the global financial system to the brink of collapse ?
259,"how is the state of our Central Banks supposed to manage their own massive amount of currency while simultaneously making their banking system work again?
From another perspective, as with any financial crisis, the answer is obvious;the problem here is that we can only do one project in one particul",how much government debt and troubled private assets did central banks purchase during the last quarter of 2008 ?
260,"how is the state of our Central Banks supposed to manage their own massive amount of currency while simultaneously making sure that the vast majority of our economic output comes from our central banking system?
So, the answer is that our central banking system needs to be managed by the United Stat",how much preferred stock did governments of european nations and the usa purchase in their major banks ?
261,"how is the U. S. Federal Reserve to avoid the systemic financial panic from now on?


What do I know about the U. S. Federal Reserve's policies?

The Federal Reserve's policy in February of 2007, stated in its Report, is that the U. S. Federal Reserve ""shall consider all other options that may be pr","in october 2010 , who was the nobel laureate that explained how the u.s. federal reserve was creating currency to combat the liquidity trap ?"
262,"however, what else can be done to prevent systemic problems in the global financial system, where banks and central banks are using their extraordinary economic means to manipulate global monetary policy for their own gain? the answer is that many world-class banks, financial institutions and the Un",what did the banks chose to do with the money created by the federal reserve instead of financing more domestic loans and refinancing mortgages ?
263,"how is the state legislature supposed to make any effort to regulate derivatives? And from which position will it fall from the ceiling? Because the central government always gets its fair share when it comes to regulation, but the state-regulated banking sector, or financial industry, continues to ",what was introduced by president barack obama in june 2009 ?
264,"how is the regulatory proposal for a major overhaul to the Federal Reserve's shadow banking system going?


Because the idea of a major overhaul of the shadow banking system is an urgent and necessary part of the government shutdown in February of 2012, it is very important that we get to work addre",what was one of the items important to consumers that was addressed by the new regulatory proposals introduced in june 2009 ?
265,"how is the regulatory proposal for a major overhaul to the Federal Reserve's shadow banking system going?


What exactly are the proposals to remedy the Dodd-Frank financial safety net?

The Dodd-Frank financial welfare reform law is not designed to do away with the major regulation that has so far ",regulations were proposed by obama in january 2010 to limit the ability of banks to engage in which type trading ?
266,"how is the volcker rule important?  It may be important enough from his standpoint where it should be applied but it is also important enough to be necessary for the purposes of the regulations.  The question is,how is it appropriate to do the volcker rule?  I am asking here at Justice, "" how are yo",who were proposed new regulations called `` the volcker rule '' named after ?
267,"how is the volcker rule important?  It may be important enough from his standpoint where it should be applied but it is also important enough to be necessary for the purposes of the regulations.  The question is,how is it appropriate to do the volcker rule?  I am asking here at Justice, "" how are yo",who publicly argued for changes limiting the ability of banks to engage in proprietary trading ?
268,"how is the state taking action in the face of being forced to enforce the terms of the bill?  This question is not directly applicable to the bill as it's passed. the bill was not drafted until after the election of a new president in August 2009, however as we can see, one could easily envision tha",when did the u.s. senate first pass a financial reform bill ?
269,"how is the state taking action in the face of being forced to enforce the terms of the bill?  This question is not directly applicable to the bill as it's passed. the bill was not drafted until after the election of a new president in August 2009, however as we can see, one could easily envision tha",when did the u.s. house first pass a financial reform bill ?
270,"how is the state taking control of the exchanges to avoid the risk of ""illegal currency manipulation"" by the central bank using ""unregulated derivatives""?
How is the state taking control of the exchanges to avoid the risk of ""illegal currency manipulation"" by the central bank using ""unregulated deri",what rule against proprietary trading was not part of legislation passed by either the senate or house ?
271,"how is the state taking control of the exchanges to avoid the risk of ""illegal currency manipulation"" by the central bank using ""unregulated derivatives""?
How is the state taking control of the exchanges to avoid the risk of ""illegal currency manipulation"" by the central bank using ""unregulated deri",which bill gave regulators the discretion to prohibit proprietary trades ?
272,"how is the state of finance responding to the global crisis during 2008? And from which sources will we learn from the ongoing crisis in the economic recovery? One way is that when a crisis occurs, the state of financial affairs decides immediately whether to take a step or the other way round.
A th",what action in 2007 by national governments prevented the collapse of large financial institutions ?
273,"how is the state of finance responding to the global crisis during 2008? And from which sources will it learn from the decline in eugenic balance sheet? As for the current crisis, its sources are uncertain; some may be attributed to changes in financial markets, the economic collapse, or the effect ",how much estimated consumer wealth was lost as a result of the financial crisis of 2007 ?
274,"how is the state of finance responding to the global crisis during 2008? And from which sources will it learn from the ongoing crisis in terms of its handling of its monetary stimulus policies?
So, the following are some of the responses from state of financial markets from the 2008 global emergency",what is the date the active phase of the financial crisis began as a liquidity crisis ?
275,"how is the state of finance responding to the global crisis during 2008? And from which sources will it learn from the decline in eugenic balance sheet? As for the current crisis, its sources are uncertain; some may be attributed to changes in financial markets, the economic collapse, or the effect ",what year did the global recession that followed the financial crisis of 2007 end ?
276,"how is the state of finance responding to the global crisis during 2008? And from which sources will it learn from the ongoing crisis in terms of its handling of its monetary stimulus policies?
So, the following are some of the responses from state of financial markets from the 2008 global emergency",what was the name of the company that terminated withdrawals from three hedge funds in 2007 citing a liquidity crisis ?
277,"how is the U.S. housing bubble to be solved?
1.1. To figure out whether the U.S. economic recovery reached its capacity for stimulus, one must first ask the following:the question is:what happened to the U.S. economy after 2006? How did U.S. housing growth grow last year?
Since a boom began in the 1",what year did the u.s. housing bubble peak ?
278,"how is the U. S. housing crisis to be solved?
1. "" The American financial crisis has involved a series of major economic crises. One major one is when the U.S. stock market collapsed in February of 2007, caused by the mortgage-backed securities debacle of 2007, one of the primary causes of all the c",what year did congress pass the american recover and reinvestment act ?
279,"how is the U. S. housing crisis to be solved?
1.1. To understand what is true about U. S. housing prices, consider the following chart.
As you read, the chart shows that U. S. housing prices rose by 25.4%.
2. U. S. housing growth (in real estate ) continues a gradual upward trajectory in the first h",overvaluation of bundled subprime mortgages was based on the theory that housing prices would continue to do this ?
280,"how is the U. S. housing crisis to be solved?
1.1. To understand what is true about U. S. housing prices, consider the following chart.
As you read, the chart shows that U. S. housing prices rose by 25.4%.
2. U. S. housing growth (in real estate ) continues a gradual upward trajectory in the first h",one of the causes of the financial crisis was easier access to loans by this type borrower ?
281,"how is the U. S. housing crisis to be solved?
1.1. To understand what is true about U. S. housing prices, consider the following chart.
As you read, the chart shows that U. S. housing prices rose by 25.4%.
2. U. S. housing growth (in real estate ) continues a gradual upward trajectory in the first h","in 2007 , banks and insurance companies did not have adequate holdings of which type to back their financial commitments ?"
282,"how is the U. S. housing crisis to be solved?
1.1 The American financial crisis has involved a series of major economic crises. One major one occurred when the U.S. stock market collapsed in February of 1989, caused by the mortgage-backed securities scandal that rocked the U.S. economy and drove the",what is the name of the u.s. senate report giving their conclusions for the cause of the crisis ?
283,"how is the financial crisis at risk? 
Based on what we know from the financial sector's activities from the early 1980's to that of the financial crisis itself, when regulators, insurance companies, and the financial industry began to act collectively, there was a period in 1987, when the financial ",which act was repealed in 1999 effectively removing the separation between investment and deposit banks ?
284,"how is the financial crisis caused by the crisis of financial practices?
1. ""A financial crises"" from the perspective of the major economic parties.
Consider the following hypothetical. Suppose that you have a government that is insolvent. In 2000, when the world economic system was recovering from ",what is the name of the commission who concluded the financial crisis was avoidable ?
285," How is the question relevant?: What is relevant to economics? As a scientist, I would look for empirical evidence and to understand the evidence that exists. One way for me to find the relevant evidence is to look for the facts of these debates. How do I understand economic theories, their meanings",what agency failed to accurately price risk involved in mortgage-related financial products ?
286," How is the question relevant?: What is relevant to economics? As a scientist, I would look for empirical evidence and to understand the evidence that exists. One way for me to find the relevant evidence is to look for the facts of these debates. How do I understand economic theories, their meanings",what practices should have been adjusted by governments to address 21st-century financial markets ?
287,"how is the value of subprime housing held at a higher value? And from which sources will it be realized? I'd ask you that question. One way or another, one lender/loan will hold subprime mortgages, i.e. they'll loan them to you, and then they'll pay you back on all subprime mortgage loans. they'll k",what are mbs as related to the housing and credit booms ?
288,"how is the value of subprime housing held at a higher value? And from which sources will it be realized? I'd ask you that question. One way or another, one lender/loan will hold subprime mortgages, i.e. they'll loan them to you, and then they'll pay you back on all subprime mortgage loans. they'll k",what are cdo as related to the housing and credit booms ?
289,"how is the value of subprime housing held at a fixed price level? i.e.,how much has the value of subprime mbs reached? As for the answer to the first question, it would be in the following sentences:
A very large, but fairly small, amount of subprime housing has come into circulation -- more than tw","when housing prices declined , who reported significant losses from being heavily invested in subprime mbs ?"
290,"how is the U. S. housing market to become the financial innovation that enabled the financial innovators and investors involved to take positions in that segment of the u.s. housing market.
It will depend upon many different factors.
It can be said that economic competition, consumer demand, and lab",who could invest in the u.s. housing market through mbs and cdo ?
291,"how is the value of subprime housing held at a higher value? And from which sources will it be realized? I'd ask you that question. One way or another, one lender/loan will hold subprime mortgages, i.e. they'll loan them to you, and then they'll pay you back on all subprime mortgage loans. they'll k",mbs and cdo derive their value from ?
292,"how is the U. S. housing crisis to be solved?
1. ""Real"" financial institutions that offer safe-haven loans that are safe-haven for homeowners when homeowners lose.
The following are some of the assets available to take a loan from the mortgage lender, provided the borrower has a standard repayment p",how much are total losses estimated to be from falling home prices ?
293,"how is the demand for debt coming to an end, with or without the financial incentives to foreclose on home loans?
The following are some of the major factors that could possibly trigger a re-sale of a home that was previously purchased or foreclosed on, in one particular case or another, in the Unit",what is the financial incentive when a home is worth less than the mortgage loan ?
294,"how is the current foreclosure epidemic important? 
Based on what we know from recent surveys, it should be obvious how much wealth (e.g. real or projected) homeowners and banks are creating each month by not buying their mortgages.
According to the National Consumer League, median house value from ",what year did the foreclosure epidemic begin ?
295,"how is the U. S. housing crisis to be solved?
1.1. To eliminate the mortgage crisis, a solution to that problem must be reached with a strong economic recovery.
1.1.1.1. Federal Housing Finance Corporation (FHFC) has provided two main areas for consideration based on current situation -- (1) an econ",what other financial instruments had significant defaults and losses as a result of the crisis expanding from housing to other parts of the economy ?
296,"how is the current foreclosure epidemic important? 
Based on what we know from recent surveys, it should be obvious how much wealth (e.g. real or projected) homeowners and banks are creating each month by not buying their mortgages.
According to the National Consumer League, median house value from ",what continues to drain consumer wealth and erode the strength of banks ?
297,"how is the shadow banking system important? 
Based on what we know from the United Nations financial institutions' and other international organisations (e.g. the International Finance for Credit, the Independent Organization for the Reform of World Bank Policy, or the United Nations Development Pro",what institutions comprise the shadow banking system ?
298,"how is the shadow banking system important? 
Based on what we know from the United Nations financial institutions' and other international organisations (e.g. the International Finance for Credit, the Independent Organization for the Reform of World Bank Policy, or the United Nations Development Pro",what institutions are not subject to the same regulations as commercial banks ?
299,"how is the U. S. housing crisis to be solved?
1.1. To eliminate the banking and finance-to-business cycle, there is a need for a clear definition of the term ""the banking cycle"". In other words, the period from 1987 to 2006, when one could only have two banking cycles -- one through the U. S. econom",what process caused the financial system to both expand and become fragile ?
300," How is the state taking control of housing, credit, and derivatives? How is the state taking control of banking and finance? 
From another perspective, as with any problem solved, the answer is quite the opposite. The state may not take control or control the economic system, but the problems confr",what policy has u.s. government emphasized from the 1970 's onward ?
301," How is the state taking control of housing, credit, and derivatives? How is the state taking control of banking and finance? 
From another perspective, as with any problem solved, the answer is quite the opposite. The state may not take control or control the economic system, but the problems confr","since the 1970 's , what has emphasized deregulation to encourage business , but resulted in less oversight and less disclosure ?"
302,"how is the state of finance responding to these problems, with regards to the financial system, where financial institutions are involved but are not fully exposed to the challenges of the financial system?
So the question will depend upon many different assumptions. In summary, the state of affairs",some regulated banks did not have sufficient financial cushions in place to absorb what losses as a result of the financial crisis of 2007 ?
303,"how is the state taking control of the economy to address the systemic problems posed by ""large"" financial institutions? What are ""large"" financial institutions? One way is that when a lender says it will be issuing $3.6 billion in credit-default swaps, it is likely that the money from the swap will",what was a consequence of the large loan defaults and mbs losses in 2007 ?
304,"how is the state taking control of the economy to provide sufficient financial support to enable economic activity? This would be true but it is also false for the following reasons.
In a crisis.
It will depend upon many different factors.
It can easily occur that economic activity is adversely affe",who provided funds to encourage lending and restore faith in commercial banks in the aftermath of the financial crisis of 2007 ?
305,"how is the state taking control of the economy to provide sufficient financial support to enable economic activity? If governments manage the economy to provide sufficient financial support to enable economic activity, when does the economy take control of the economy in ways it may not have taken c",who bailed out key financial institutions and implemented economic stimulus programs as an answer to the financial crisis of 2007 ?
306,"how is the state of finance responding to these problems, with regards to the financial system, where financial institutions are involved but are not fully exposed to the challenges of the financial system?
So the question will depend upon many different assumptions. In summary, the state of affairs",what impacted the ability of financial institutions to lend in the financial crisis of 2007 ?
307,"how is the state taking action in the face of rising problems in financial regulation from now on?


What do I know about the findings of the financial inquiry commission's report?

The following will explain some of the facts regarding the financial institution's actions, and how they work.


The C",when did the u.s. financial crisis inquiry commission report its findings ?
308," if this is what constitutes ""succession"" to success with regards to the financial system, where are the lessons and how are they applied? I have come to the same conclusion.
So what about the way that many banks, companies, or financial institutions fail, and how can they be remedied? Well, with al",what was one of the conclusions of the u.s. financial crisis inquiry commission regarding the financial crisis of 2007 ?
309," if this is what constitutes ""succession"" to success with regards to the financial system, where are the lessons and how are they applied? I have come to the same conclusion.
So what about the way that many banks, companies, or financial institutions fail, and how can they be remedied? Well, with al",what agency failed to stem the tide of toxic mortgages contributing to the financial crisis of 2007 ?
310," if this is what constitutes ""succession"" to success with regards to the financial system, where are the lessons and how are they applied? I have come to the same conclusion.
So what about the way that many banks, companies, or financial institutions fail, and how can they be remedied? Well, with al",who was not prepared for the financial crisis in 2007 by lacking a full understanding of the financial system ?
311," if this is what constitutes ""succession"" to success with regards to the financial system, where are the lessons and how are they applied? I have come to the same conclusion.
So what about the way that many banks, companies, or financial institutions fail, and how can they be remedied? Well, with al",which business sector contributed to the financial crisis by acting recklessly and taking on too much risk ?
312,"how is the demand for creditworthy housing held to account during 2004? And from which sources will we learn from the decline in lending to the poorest borrowers? As with any problem solved, the answer is quite different from many questions of mortgage originator demand or mortgage originator compet",what caused mortgage lenders to relax underwriting standards and approve riskier mortgages ?
313,"how is the demand for creditworthy housing held to account during 2004? And from which sources?


What do these assumptions about the economic cycle tell us?

In short, the assumptions about the economic cycle in which the supply of creditworthy housing is the result of the supply of demand from com",in what year were high underwriting standards relaxed ?
314,"how is the worst mortgage produced by the GSE being produced by the lenders from which the worst loan was originated? To answer the question that I have posed, let's start with the gse, which the federal government uses as a shorthand indicator of the government's economic interests, and the gse has",what years were the worst mortgage loans originated ?
315,"how is the worst mortgage produced by the GSE being produced by the lenders from which the worst loan was originated? To answer the question that I have posed, let's start with the gse, which the federal government uses as a shorthand indicator of the government's economic interests, and the gse has",what years had the most intense competition between securitizers and the lowest market share for gses ?
316,"how is the demand for creditworthy housing held to account during 2004? And from which sources?


What do these assumptions about the economic cycle tell us?

In short, the assumptions about the economic cycle in which the supply of creditworthy housing is the result of the supply of demand from com",who policed mortgage originators and maintained relatively high standards prior to 2003 ?
317,"how is the state of California responding to the gse issue?
1. California is responding to the gse issue. Its response includes housing regulation. As with any problem with the gse, it is a problem that need not be solved. It also poses a major social and economic problems that need to be addressed.",how many democratic appointees wrote the majority report of the financial crisis inquiry commission ?
318," How is the state justifying gse housing policy to avoid the financial crisis? i.e., how should the state justify gse housing policies during the financial crisis?
In short, gse policy, the policy of buying $3,000 a year from the wealthy while they work two jobs one for half an hour, and selling $1,",who claimed that the gse never purchased subprime loans - a claim that is widely disputed ?
319,"how is the state of California responding to the gse issue?
1. California is responding to the gse issue. Its response includes housing regulation. As with any problem with the gse, it is a problem that need not be solved. It also poses a major social and economic problems that need to be addressed.",several reports written by various agencies concluded that which policy was not the primary cause of the financial crisis ?
320,"how is the state justifying gse housing? And,how does the state justify gse foreclosures?  However, the best that can be said is that the answer to the gse foreclosures question is that of a system of self-insured, self-managed, and private homeowners who could save and build themselves (under one r","according to reports , which loans performed better than some loans securitized by private investment banks ?"
321,"how is the state of California responding to the gse issue?
1. California is responding to the gse issue. Its response includes housing regulation. As with any problem with the gse, it is a problem that need not be solved. It also poses a major social and economic problems that need to be addressed.",how many republican appointees wrote the minority report of the financial crisis inquiry commission ?
322,"how is the question ""the root cause of the financial crisis?""
""The root cause"" is the belief that the federal government bought and sold large numbers of homes that could not be financed. This belief was articulated in Federal Reserve Chairman Ben Bernanke's 2009 decision to bail out big banks, one ",how many estimated substandard loans did fannie and freddie have in 2008 ?
323,"how is the question ""the root cause of the financial crisis?""
""The root cause"" is the belief that the federal government bought and sold large numbers of homes that could not be financed. This belief was articulated in Federal Reserve Chairman Ben Bernanke's 2009 decision to bail out big banks, one ",what was the value of the estimated 13 million substandard loans held by fannie and freddie in 2008 ?
324,"how is the 'problem' solved? 
Based on what we know from his sources, it would appear that the answer is to buy housing cheaply. As for the problem solved, he wrote,, the only problem that need be understood is that the government, in return, keeps the money from the private sector and uses all the ",which government-sponsored entities had massive risky loan purchases ?
325,"how is the 'problem' solved? 
Based on what we know from his sources, it would appear that the answer is to buy housing cheaply. As for the problem solved, he wrote,, the only problem that need be understood is that the government, in return, keeps the money from the private sector and uses all the ",peter j. wallison believes that the one of the roots of the financial crisis can be traced to affordable housing policies by which agency in the 1990s ?
326,"how is the question ""the root cause of the financial crisis?""
""The root cause"" is the belief that the federal government bought and sold large numbers of homes that could not be financed. This belief was articulated in Federal Reserve Chairman Ben Bernanke's 2009 decision to bail out big banks, one ",how many ex-executives of fannie and freddie were named in the sec 's december 2011 securities fraud case ?
327,"how is the state taking action in the face of rising pressures from the high-cost subprime market and from subprime-to-subprime mortgages? As with any problem solved, the answer is obvious;the problem that the administration's investigation team was trying to address is the underlying root problems ",who uncovered accounting discrepancies in fannie mae and freddie mac ?
328,"how is the state taking action in the face of rising pressures from the high-cost subprime market and from subprime-to-subprime mortgages? As with any problem solved, the answer is obvious;the question is:what changes can be made to the governance system to ensure the safety and soundness management",which administration called for investigation into the soundness of gses in the early and mid-2000s ?
329,"how is the state taking action in the face of rising pressures from the high-cost subprime market and from subprime-to-subprime mortgages? As with any problem solved, the answer is obvious;the problem that the administration's investigation team was trying to address is the underlying root problems ",on what date did the house financial services committee hold a hearing to assess safety and soundness issues regarding fannie mae and freddie mac ?
330,"how is the fannie and freddie mac being looked at? And how did Congress look for and obtain the info required to establish that the government's own internal audit could not, through lack of knowledge or even lack of knowledge, uncover or detect the malfeasance that was so glaring at one agency? The","what was the result of the house financial services committee on september 10 , 2003 regarding fannie mae and freddie mac ?"
331,"how is the state taking action in the face of rising pressures from the high-cost subprime market and from subprime-to-subprime mortgages? As with any problem solved, the answer is obvious;the problem that the administration's investigation team was trying to address is the underlying root problems ",who rebuked ofheo in 2003 for their attempt at regulation of fannie mae and freddie mac ?
332," if this is what CRA has been doing, why is it being done?and if this is what CRA has been doing, what is that CRA doing? As for the answer. the answer is that CRA has been doing nothing of these kind. It is being the CRA that has been doing what CRA has been doing. In all other ways, I argue here t",what was the value of mortgage lending made by community reinvestment act covered lenders to low and mid level income borrowers and neighborhoods from 1993-1998 ?
333," if this is what CRA has been doing, why is it being done?and if this is what CRA has been doing, what is that CRA doing? As for the answer. the answer is that CRA has been doing nothing of these kind. It is being the CRA that has been doing what CRA has been doing. In all other ways, I argue here t",what percent of mortgage lending was made by community reinvestment act covered lenders from 1993 to 1998 ?
334," if this is what CRA has been doing, why is it being done?and if this is what CRA has been doing, what is that CRA doing? As for the answer. the answer is that CRA has been doing nothing of these kind. It is being the CRA that has been doing what CRA has been doing. In all other ways, I argue here t",what does cra stand for ?
335," if this sub-prime loan is not linked to cra during the period since 1995, does it contribute to the sub-prime lending crisis that has overtaken cra for the last two decades.
It will depend upon your question of whether these sub-prime loans constitute part of the reason for the CRA decision to incr",what percent of sub-prime lending occurred at cra-covered institutions in the run-up to the financial crisis ?
336," if this sub-prime loan is not linked to cra during the period since 1995, does it contribute to the sub-prime lending crisis that has overtaken cra for the last two decades.
It will depend upon your question of whether these sub-prime loans constitute part of the reason for the CRA decision to incr",what percent of sub-prime loans had some connection with cra in the run-up to the financial crisis ?
337," if this is what caused 9/11, why is the cra supposed to be ""exposing"" itself to the public again? ( It's always hard to believe that when a crisis seems imminent, such as a bomb, it may not take a very long period of time to get out of one.  The raheap's explanation is that if they hadn't been so q",when did cra make rule changes to relax underwriting standards ?
338," if this is what caused 9/11, why is the Federal Reserve's statement of policy here? 
The answer to ask is that the US needs to look at both.
So what about the fact that many cra-related loans were taken out by the Federal Reserve, and the Government has been doing so for at least 30 years? I argue ",how much were cra loan commitments between 1994 and 2007 ?
339," if this is what CRA has been doing, why is CRA being making cra loans now, where else would that mean CRA would not be issuing CRA-brand CRA-issued CRA CRA-prime loans, like the $3.6 trillion in subprime loan debt the CRA is calling cra loans, CRA-brand CRA CRA CRA-prime loans? I argue here that it",what was the federal reserve 's assumption regarding what makes a loan subprime ?
340," if this is what CRA has been doing, why is CRA being making cra loans now, where else would that mean CRA would not be issuing CRA-brand CRA-issued CRA CRA-prime loans, like the $3.6 trillion in subprime loan debt the CRA is calling cra loans, CRA-brand CRA CRA CRA-prime loans? I argue here that it",how did the federal reserve classify cra loans ?
341," if this is what caused 9/11, why is the cra supposed to be ""exposing"" itself to the public again? ( It's always hard to believe that when a crisis seems imminent, such as a bomb, it may not take a very long period of time to get out of one.  The raheap's explanation is that if they hadn't been so q",when were ultra-low interest rates initiated by the federal reserve ?
342,"how is a large mortgage debt debt held in the form of derivatives held in credit default swaps? If you look at how much derivatives are used during large wagers for large cash balances, you will see that the percentage of swaps of these $100 million or even the equivalent is roughly zero. And one co",what financial innovation enabled investment banks and hedge funds to make large wagers ?
343,"how is a large mortgage debt debt held in the form of derivatives held in credit default swaps? If you look at how much derivatives are used during large wagers for large cash balances, you will see that the percentage of swaps of these $100 million or even the equivalent is roughly zero. And one co","credit default swaps , collateralized debt obligations and cdos are all types of what ?"
344,"how is a large number of these loans held to account during a massive asset-wide crisis? If you look at how much cash (e.g. $1 trillion) has been made off the stock market by many different people each year, you can understand the context that they are doing so from.  By all rational standards... on",which magazine had an article where michael lewis spoke with a trader about bad loans ?
345,"how is a large mortgage debt debt held in the form of derivatives held in credit default swaps? If you look at how much derivatives are used during large wagers for large cash balances, you will see that the percentage of swaps of these $100 million or even the equivalent is roughly zero. And one co",what financial innovation allows investment banks and hedge banks to make large wagers ?
346,"how is a large mortgage debt debt held in the form of derivatives held in credit default swaps? If you look at how much derivatives are used during large wagers for large cash balances, you will see that the percentage of swaps of these $100 million or even the equivalent is roughly zero. And one co",what are some names of derivatives ?
347," if this is what Wallison is saying, is there any reason to speculate from his position? If you look at how things worked in that period, there were several theories for why the U.S. government did not intervene immediately. One theory was that the Chinese economic system was so big that one could o",peter j. wallison believes that the huge number of these loans led to the financial crisis ?
348," if this is what Wallison is saying, is there any reason to speculate from his position? If you look at how things worked in that period, there were several theories for why the U.S. government did not intervene immediately. One theory was that the Chinese economic system was so big that one could o",what type downpayments do substandard loans generally have ?
349," if this is what Wallison is saying, is there any reason to speculate from his position? If you look at how things worked in that period, there were several theories for why the U.S. government did not intervene immediately. One theory was that the Chinese economic system was so big that one could o","according to peter j. wallison , why did the u.s. residential housing bubble led to financial crisis ?"
350," if this question is not at all similar to the one with ` `, i.e., if the question is not at all similar to ` `` `, `..... or ` `, the answer would be in the following sentences:
A common theory, however, is that the problems inherent in the economic policies of all countries are not confined to any",other countries had large residential housing bubbles that deflated during what years ?
351,"how is a bubble created? What happens if the bubble explodes and collapses? How does the bubble recover and what effect are bubbles having on economic growth? One way is that when a bubble is released, it does a lot of damage. In other words, the destruction is not limited to the economy, but could ",peter j. wallison 's conclusions regarding the financial crisis are not in agreement with this economist 's views ?
352,"how is the sun not positioned at the point of sunset during daytime? And from which position will it shine from the west? Because of that, the latitude between the sun and the horizon is about the distance of a thousand kilometres, so we can say that the distance from sun to horizon is about one tho",how many miles east of puerto rico is st. barts ?
353,"how is st. barthélemy to be distinguished from saint martin? 
The answer from the former question is: that st. barthélemy has not been distinguished by saint martin in any of these contexts.
If the answer is that st. barthélemy has not been differentiated from saint martin by any of these meanings, ",what lies between st. barts and saint martin island ?
