,generated question,gold question
157,"how is the history explained? What is the historical context for this ancient conquest from Turkan to Suyid and how did it change that balance? One way is that when qasr was conquered, the umayyads had already conquered a part of the country that they had annexed, from the former territory of tashke",when was the land under tibetan empire and chinese ?
158,"how is the history explained? What is the historical context for this ancient conquest from Turkan to Suyid and how did it change that balance? One way is that when qasr was conquered, the umayyads had already conquered a part of the country that they had annexed, from the former territory of tashke",when was tajikistan under ymayyads contorl ?
159,"how is the history explained? What is the historical context for this study? How did the historical figure of the kara-khanid khanate make his or her transition from ethnic to semitic? What is the historical background behind his or her migration, from one particular region to another? What are the ",who conquered tansaxania ?
160,"how is the history explained? What is the historical context for this ancient conquest from Turkan to Suyash and how did it change that balance? One way is that when qasr was conquered, the ujash-khanids became part of the iranian-turkeyic identity matrix and became known as tajikiz. 
Then it became",when did the samanid empire rule the land ?
161,"how is the russian empire russian imperialism? The answer is that from 1870 to 1885 russia gradually took control of the entire territory of russian turkestan, the tajikistan portion of which had been controlled by the emirate of bukhara and khanate of kokand. russia was interested in gaining access",when did the russian empire take over central asia ?
162,"how is the russian empire important? 
Based on the above context, generate the question whose answer is in the following sentences:From 1864 to 1885 russian empire started its expansion in russian turkestan  . russia wanted the economic interests of tajiks from it  before expanding further into cent",who controled the tajikistan portion of russian trukestan ?
163,"how is the russian empire important? 
Based on the above context, generate the question whose answer is in the following sentences:russia was interested in gaining access to a supply of cotton and in the 1870s attempted to switch cultivation in the region from grain to cotton -lrb- a strategy later ",what was russian interested in tajikistan area for ?
164,"how is the russian empire important? 
Based on the above context, generate the question whose answer is in the following sentences:From 1864 to 1885 russian empire started its expansion in russian turkestan  . russia wanted the economic interests of tajiks from it  before expanding further into cent",what did russia do between 1864-1885 ?
165," How is the russian empire important? 
Based on the above context, generate the question whose answer is in the following sentences:-lsb- citation needed -rsb- by 1885 tajikistan's territory was either ruled by the russian empire or its vassal state, the emirate of bukhara, nevertheless tajiks felt ","in 1885 , who was ruling the tajikistan area ?"
166,"how is the history explained?
It seems to me that there is no reason why the jadidist movement can be considered to be modernized. As for the current crisis, it is not true that the jadidists were forced to do something, however one can understand the problems one has when one does not know how to s",what did the jadidists establish themselves as in the late 19th century ?
167,"how is the history explained?
It seems to me that there is no reason why the jadidist movement can be considered to be anti-modernization or anti-liberation.
It will be appreciated in any of these answers that there was also the view that the jadidists could be considered to be anti-modernization.
H",who were viewed as a threat by the jadidists ?
168," if this translation of jadid-yajujah is reliable from the sources where it was prepared and which texts it was based on, why does the above text not describe the earlier term russian soldiers in any of these contexts, i.e. from the earlier historical period, from the time of russian conquests (for ",when was the uprising against the khanate of kokand ?
169,"how is the russian army in tajikistan able to cope with the situation in july 1916? If I take a look at the history of szar for a comparison. szar was a revolutionary organisation of modern imperialism. szar, however, was not the main one.  The russian army's first major campaign was in a few places",why did demonstrators attack russian soldiers in khujand ?
170,"how is the state maintained? What happens if the revolution succeeds?
1. ""After the revolution"" implies the state.  2. ""As a matter of course"" implies the state.  3. ""After the revolution"" also implies the state — the state is the primary means of security for human life. i. g. through the state. a.",who went to war against bolshevick armies ?
171,"how is the state maintained? What happens if the revolution succeeds?
1. ""After the revolution"" implies the state.  2. ""As a matter of course"" implies the state.  3. ""After the revolution"" also implies the state — the state is the primary means of security for human life. i. g. through the state. a.",what did they go to war against bolshevick ?
172,"how is the state maintained at a state level at a time when the economy is being driven by increasing income from the economy? 
From another perspective, as for the current crisis, the answer is: the state is already functioning at a state level, even the economic one, due partly to the efforts of t",who won the war ?
173,"how is the state maintained at a state level at a time when the state is being driven by a class war and are people afraid to criticize its policies? As for the current crisis, the answer is: the state is under great pressure, from a very serious, economic one, due to a number of foreign policy poli",what religions were discourages so their places of worship were closed ?
174,"how is the tajik autonomous republic soviet socialist republic? And from which sources will we learn from the sources of the Soviet period?
To date, there have been no reliable sources on russian sources in any of these fields.
If the Soviet Union did not have the ability to create a political repub","in 1924 , what was created as part of uzbekistan ?"
175,"how is the tajik autonomous republic soviet socialist republic supposed to work? 
The answer from the sources cited above (e.g. ssl-tajik/srb-tajik/srb-tajik ssr, tajik ssr, sbr-tajik ssr, tajik sbr, tajik sbr, tajik srb), a.c. was : the tajichin tajik soviet capitalist republic was born in the earl",where was the expansion of cotton and agriculture mainly ?
176,"how is the tajik autonomous republic soviet socialist republic supposed to work? 
The answer from the sources cited above (e.g. ssl-tajik/srb-tajik/srb-tajik ssr, tajik ssr, sbr-tajik ssr, tajik sbr, tajik sbr, tajik srb), a.c. was : the tajichin tajik soviet capitalist republic was born in the earl",what happeded between 1927-1934 ?
177,"how is the tajik ssr soviet collectivization policy not being pursued? If you look at how things worked in that country, there were several problems for a tajik ssr that need attention. Firstly,the economy was very poor, poor quality, and the main problems for us at that time were lack of infrastruc",what forced resettlement throughout tajikistan ?
178,"how is the history explained? What is the historical context for being a rajikan? What is the historical context for being a taujavabhukt?
So the question will be discussed in more detail below.
A rajikin is a Muslim who is one of the members of taujavabhukt who is Muslim -lrb-, then is one of the m",who directed the purges of soviets ?
179,"how is the history explained? What is the historical context for being a rajikan? What is the historical context for being a taujavabhukt?
So the question will be discussed in more detail below.
A rajikin is a Muslim who is one of the members of taujavabhukt who is Muslim -lrb-, then is one of the m",how many people were expelled ??
180,"how is the russian population of tajikistan being treated? i.e.,how should the russian population of tajikistan be treated? In short, russian ethnic russians were sent in to replace those expelled and subsequently russians dominated party positions at all levels, including the top position of first ",who were sent to replace the expelled positions ?
181,"how is the russian population of tajikistan being treated? i.e.,how should the russian population of tajikistan be treated? In short, russian russians have not been treated either as well-off people, wealthy or poorly off. And from a human perspective, i.e., one considers that they were forced to ac",what did the population of russians do between 1926-1959 ?
182,"how is the russian population of tajikistan being treated? i.e.,how should the russian population of tajikistan be treated? In short, russian ethnic russians were sent in to replace those expelled and subsequently russians dominated party positions at all levels, including the top position of first ",what did this cause when the expelled parties were replaced ?
183,"how is the state electoral board responding to any of these criticisms?
1. "" The state electoral board has not yet received any evidence that the government took necessary measures to ensure confidence in its electoral participation, the sources in charge of elections said.
If the state electoral bo",what happened in the feb 2010 election ?
184,"how is the state electoral board responding to any of these criticisms?
1. "" The state electoral board has not yet received any evidence that E. N. M. P. and he are trying to influence the upcoming election of a new president.
With the exception of two key points, one has to examine whether the stat",why were parties upset in the 2005 election ?
185,"how is the state electoral board responding to any of these criticisms?
1. "" The state electoral board said the 2009 elections will change that, and there is no evidence for a clear violation of the Constitutional provision that allows any of these changes.
If the state electoral board is correct, t",what did the osce say that tajikistan did ?
186,"how is the state functioning at present? 
Based on what we know from international sources, it would appear that the government is operating at its current cost of $1 for every $.50 the tax revenue that is raised, i.e. the government spends every day generating tax revenue, from 10 billion euros to ",what was the tajikistan governments response ?
187," if this translation is not correct, the sentence is being confused with the last statement of tajik and hence the question cannot be answered for the current context.
Using the above context generate the query:tajikistan -lrb- i/t ɑːˈdʒiːkᵻstɑːn /, or / təˈdʒiːkiːstæn / ; persian : تاجيكستان тоҷики",where is tajikistan located ?
188," if this translation is not correct, the sentence is being confused with the last statement of tajik and hence the question cannot be answered for the current context.
Using the above context generate the query:tajikistan -lrb- i/t ɑːˈdʒiːkᵻstɑːn /, or / təˈdʒiːkiːstæn / ; persian : تاجيكستان тоҷики",how many people are living in tajikistan ?
189," if this translation is not correct, the sentence is being confused with the last statement of tajik and hence the question cannot be answered for the current context.
Using the above context generate the query:tajikistan -lrb- i/t ɑːˈdʒiːkᵻstɑːn /, or / təˈdʒiːkiːstæn / ; persian : تاجيكستان тоҷики",what is the area of tajikistan ?
190,"how is tajikistan different from any other republic with regards to its politics? tajikistan has an open-to-the-public nature, with its citizens freely choosing its politicians, institutions and institutions in ways of democratic decision making, and being the country that has had two main branches ",what country lies to tajikistans east ?
191,"how is tajikistan different from any other?
According to the official version tajikistan has an internal military structure (e.g. its security forces) with an ethnic identity, such that it shares basic beliefs with neighbouring countries, such as the belief that they are the true ancestors of human ",what seperates tajikistan and pakistan ?
192,"how is tajikistan different from any other republic with regards to its politics? tajikistan has an open-to-the-public nature, with its citizens freely choosing its politicians, institutions and institutions in ways of democratic decision making, and being the country that has had two main branches ",what country borders tajikistan to the east ?
193," if this translation is not correct, the sentence is being confused with the last statement of tajik and hence the question cannot be answered for the current context.
Using the above context generate the query:tajikistan -lrb- i/t ɑːˈdʒiːkᵻstɑːn /, or / təˈdʒiːkiːstæn / ; persian : تاجيكستان тоҷики",how many people are estimated to live in tajikistan ?
194," if this translation is not correct, the sentence is being confused with the last statement of tajik and hence the question cannot be answered for the current context.
Using the above context generate the query:tajikistan -lrb- i/t ɑːˈdʒiːkᵻstɑːn /, or / təˈdʒiːkiːstæn / ; persian : تاجيكستان тоҷики",what is the area of tajikistan ?
195,"how is tajikistan different from any other republic with regards to its politics? tajikistan has an open-to-the-public nature, with its citizens freely choosing its politicians, institutions and institutions in ways of democratic decision making, and being the country that has had two main branches ",what country borders tajikistan to the south ?
196,"how is tajikistan different from any other republic with regards to its politics? tajikistan has an open-to-the-public nature, with its citizens freely choosing its politicians, institutions and institutions in ways of democratic decision making, and being the country that has had two main branches ",what country borders tajikistan to the west ?
197,"how is the history explained?
It seems to me that there is no reason why tajikistan should not be considered a part of modern tajikistan's history. tajikistan, the present-day region may not have been part of the achaemenid empire, but it could have come into existence in its present form as early a",what was the first recorded history of this region ?
198,"how is the history explained?
It seems to me that there is no reason why tajikistan should not be considered a part of modern tajikistan's history. tajikistan, the present-day region may not have been part of the achaemenid empire, but it could have come into existence in its present form as early a",what was modern tajikistan part of around 500 be ?
199,"how is the history explained?
It seems to me that there is no reason why tajikistan's geography cannot be found in another part of sogdia. tajikistan, the present-day region may not have been part of the greco-bactrian one.  The geography of ghan-kalb has probably not shifted at all from where it is",who took over the territory and made it part of their empire ?
200,"how is yuezhi christianity linked to islam?
1. ""This will take us from the west to the south and beyond to be called the land of yuezhi. This will be a place that is now called the new kingdom of the Messiah. But they who live from it are not members of all his people. I tell you that it is not in t",what tribes took control of the region in first centry ce ?
201,"how is yuezhi christianity linked to islam?
1. ""This will take us from the west to the south and beyond to be called the land of yuezhi. This will be a place that is now called Yuezhi Kingdom, in the name of the Lord Jesus Christ, the Only Begotten of God. I tell you that it is within the boundaries",when was islam brought to the region ?
202,"how is yuezhi christianity linked to islam?
1. ""This will take us from the west to the south and beyond to be called the land of yuezhi. This will be a place that is now called Yuezhi Kingdom, in the name of the Lord Jesus Christ, the Only Begotten of God. I tell you that it is within the boundaries",what empire brought islam practices with them ?
203,"how is yuezhi christianity linked to islam?
1. ""This will take us from the west to the south and beyond to be called the land of yuezhi. This will be a place that is now called the new kingdom of the Messiah. But they who live from it are not members of all his people. I tell you that it is not in t",what religions were practiced in the region from first centry ce to 4th centry ce ?
204,"how is tajikistan's economy to become successful?
1.1 tajikistan's economy is not dependent on foreign direct investment. for that, foreign direct investment is the form of investment in infrastructure, energy, transport, trade and the economic service providers that operate those areas. foreign dir",what was the rate that the gdp expanded ?
205,"how is tajikistan's economy to become successful?
1. "" tajikistan's economy to become successful for its large number of rural working people.
2. "" rtajikistan's economy to become prosperous for the economic interests of its big urban areas. 
4. "" gdp of tajikistan's economy to be able to cope with ",what is the primary source of income in tajikistan ?
206,"how is tajikistan's economy to become successful?
1. "" tajikistan's economy "" is to be established as a nation with a strong economic and social character, with the ability to provide for its people, to generate income, to feed its people and to live in harmony with its cultural heritage -- to prese",what accounts for 60 % of the agricultural output ?
207,"how is tajikistan's economy to become successful?
1. "" tajikistan's economy to become successful for its large number of people.....


.

2. That many 'tajikistan's people, however weak, are able to live in better economic conditions and better living conditions.


.

(3) That tajikistan's agricultu",what is the name of the state owned company that produces aluminium ?
208,"how is tajikistan hydropower to be produced?
1.1 tajikistan's rivers are not directly exposed to sea waters, although they could be, through the combination of the deep-water-to-surface-to-sea systems that they are developing, from a depth of 40–60 km (25–30 km in a world of at least 15-20 megawatts",who is trying to attract investments for hydropower in tajikistan ?
209,"how is tajikistan hydropower to be produced?
1.1 tajikistan's rivers are not directly exposed to sea waters, although they could be, through the combination of the deep-water-to-surface-to-sea systems that they are developing, from a depth of 40–60 km (25–30 km in a world of at least 15-20 megawatts",what is something that the rivers in tajikistan are good for ?
210,"how is tajikistan hydropower to be produced?
1.1 tajikistan has considerable hydropower potential that could be used as a fuel for a fuel.
1.1.1 The nurek dam can generate electricity, however tajikistan relies chiefly on its rivers and tashki (river systems ) to power its economy. tajikistan's popu",what is the highest dam in the world ?
211,"how is tajikistan able to achieve its stated goal?
1.1 tajikistan has considerable energy reserves. 2.2 tajikistan's capacity has not been allocated for electricity generation.3. 4.5
A further note, however, is that tajikistan could have managed to achieve its stated energy policy objectives with a ",what will the project named casa 1000 do ?
212,"how is tajikistan responding to our current crisis with regards to its resources? tajikistan has an economy driven by export and demand, and its monetary stimulus policies. tajikistan will depend upon many different opportunities for growth, including trade and the economic opportunities which tajik",what is the average amount lived on per day ?
213,"how is tajikistan responding to the global financial crisis?
1. "" tajikistan has achieved transition from a planned to a market economy without substantial and protracted recourse to aid –rb- of which it by now receives only minimal amounts —rrb-.""
2. "" In 2010, tajikistan had attained the transitio",what was the total for the remittances from tajik migrans ?
214,"how is tajikistan responding to the current crisis with regards to its policy of tajikistan?' and how are other major economic development initiatives able to accomplish that objectives?
So the question will depend upon many different assumptions. In summary, the various aspects of tajikistan, from ",how did tajikistan change their economy ?
215,"how is tajikistan responding to the global financial crisis?
1.1 tajikistan has not yet received a major economic recovery from previous global crises of 2007 onwards, and will not be until 2009-20, i.e. when the world economic recovery is complete.2.2 tajikistan has no immediate major policy option",what has been one of the drivers of tajikistan 's robust economic growth ?
216,"how is tajikistan responding to the current crisis with regards to its narco-legalization and opium-poop export activities that have reached a major stage of growth? tajikistan will continue to grow, albeit at low rates, when compared to other major states in the list from Africa and Southeast Asia.",what is raised locally for the domestic market ?
217,"however, with the increasing assistance from international organizations, such as unodc, and cooperation with the us, russian, eu and afghan authorities a level of progress on the fight against illegal drug-trafficking is being achieved.
With the advent of social media and social media analytics ( S",what all has helped with the fight against drugs ?
218,"how is tajikistan in the present state?
According to the official statistics tajikistan has an GDP of $36,931.36 per capita for 1996, its annual revenue of $6,739.32, a very respectable, however not huge, amount compared to the total GNP of all other developing countries. tajikistan has a population",tajikistan is thrid in the world for what type of confiscations ?
219,"how is tajikistan responding to the current situation with regards to its narco-trafficking?  However, the best that could be done is for the current crisis to end within the framework of a dialogue between the provinces and provinces to ensure the continuation of bilateral cooperation and the devel",what is unodc helping tajikistan with to help the war on drugs ?
220,"how is tajikistan a country where the government can get a land-locked license? If you look at how things work in that country, there are several common misconceptions. tajikistan, the only country that has a license, is part of the country that has a population of one million people, and tajikistan",what are the majority of transportation options ?
221,"how is tajikistan able to achieve port access with regards to roads from afghanistan? 
The answer to ask is that tajikistan has built roads and railways.
It will depend upon many different factors. 
A common theme in economic circles is that tajikistan could have managed port access with good infras",what countries had tajikistan been working with to use ports ?
222,"how is tajikistan getting access to its ports during its current high-cost transition?
In 2005, tajikistan signed another agreement with iran that would allow tengu to receive oil refineries in Iran, Kuwait, or Oman, providing the country with access to two main areas of trans-Algeria -- petroleum i",what countries did tajikistan agree with to build a highway and a rail way ?
223,"how is tajikistan getting access to its ports during the current high-cost transition? If you look at how much is being spent during the previous 5 years of the transition, tajikistan would need to pay $3.4 billion or $50 billion over the next two years to get its ports opened and all other infrastr",what year was the agreement signed ?
224,"how is the state maintained at these airports?
Based on the above context, generate the question whose answer is in the following sentences:in 2009 tajikistan had 26 airports, 18 of which had paved runways, of which two had runways longer than 3,000 meters. 
Also, based on the above context generate",how many airports does tajikistan have ?
225,"how is the state maintained at these airports?
Based on the above context, generate the question whose answer is in the following sentences:the country's main airport is dushanbe international airport which as of april 2015, had regularly scheduled flights to major cities in russia, central asia, as",what is the country 's main airport ?
226,"how is the state maintained at these airports?
Based on the above context, generate the question whose answer is in the following sentences:the country's main airport is dushanbe international airport which as of april 2015, had regularly scheduled flights to major cities in russia, central asia, as",where are the international flights maining going to ?
227,"how is the state maintained at these airports?
Based on the above context from which the state's airports function, generate a question (e.g.) for the answer.
So the question will be:how is the state maintained at these airports? the state is constantly consolidating its airports.  The state has all",what is the name of the airport in the eastern half of the country ?
228,"how is tajikistan a country? And, what does this mean from an ideological perspective? In the last few centuries, tajiks have come to speak of themselves as the first race, and the only nationality that has a right to self-determination, and that they are the main one nation. At that time tajikistan",what is tajikistans population as of july 2009 ?
229,"how is tajikistan a country? And, what does this mean from an ideological perspective? In the last few centuries, tajiks have come to speak of themselves as the first race, and the only nationality that has a right to self-determination, and that they are the main one nation. At that time tajikistan",what percent of the population is under 30 years old ?
230,"how is tajikistan a country? And, what does this mean from an ideological perspective? In the last few centuries, tajiks have come to speak of themselves as the first race, and the only nationality that has a right to self-determination, and that they are the main one nation. At that time tajikistan",what percent of the population are between 14 to 30 years old ?
231,"how is tajikistan a country? And, what does this mean from an ideological perspective? In the last few centuries, tajiks have come to speak a strong language, and are very popular among some social groups of these groups. But when their own economic interests, their culture, their nation-states come",what lanuage do the people of tajikistan speak ?
232,"how is tajikistan a country?
Based on the above context, generate the question whose answer is in the following sentences:All citizens of tajikistan are called tajikistanis.
Note that the above answers can be checked by the qazbakt, one of the qazbaks (a small group of qazbaks who don't really speak",what are the citizens of tajikistan called ?
233,"how is the pamiri population of gorno-badakhshan autonomous province in the southeast different from the rest of the tajiks? One way is that when qasemi are the only way to know, then these pamirs do not even talk. But they can talk from afar, at a distance from ganizi villagers. So it is not at all",what people live in the southeast area of the country ?
234,"how is the pamiri population of gorno-badakhshan autonomous province in the southeast different from the rest of the tajiks? One way is that when qasemi are the only way to know, then these pamirs do not even talk. But they can talk from afar, at a distance from ganizi villagers. So it is not at all",how are they different than most tajiks ?
235,"how is the pamiri population of the southern Caucasus independent from the rest of Turkistan? If you look at how much is dependent on foreign influences, including the pamiris, ethnic Russians, ethnic Armenians and Turks, these changes can be fairly well correlated. In particular, the pamiris are pr",what mountians do the pamiri people call home ?
236,"how is Sunni jami a religion of the sunnis?
Sunni jami is a religious belief which states that the sun should not be represented as a sun for no reason.
It states that a sun that is not represented as a sun should be rejected as a Muslim.
Many believe that the sun must be replaced by one sun of the ",what school has been recognized by the government ?
237,"how is tajikistan a state where all religions have been treated equal from birth to death?  This question is posed to the government by the sashka for a reason.  First the government takes care of these issues.  With the advent of social media and social media analytics, it becomes clear that tajiki",what kind of state does tajikistan see itself as ?
238,"how is tajikistan declared statey to become the state of tajikistan?


From the sources:

From the Indian Center for Education's website.

From the Indian Center for Educational Research of the Federal Government's website.


From the Wikipedia page of one of India's most famous states -- tajikistan",what are the two national islamic holidays ?
239,"how is tajikistan declared statey to be? As a religious state, tajikistan has an Islamic character. tajikistan's Islamic laws are clear. tajikistan will abide by the laws of each state. tajikistan is a state republic. If one nation follows one religion, tajikistan considers itself a republic. Tajiki",what percent of the population is muslim ?
240,"how is the state divided? What is the state?
What is the state? 
What is the state?  
From another perspective, consider the following:The state is a combination of the civil-military-political system of a secular state, a major social-economic development system based on economic policies and socia",what type of religions concerns are there ?
241,"how is Islam's religiosity supposed to improve?
According to the statement of the Hijazi scholar and former Minister of Religious Instruction, "" Muslims are not expected to follow the dictates of the holy prophet and not to emulate these decrees"".
With the view that they are expected to avoid Islam ",what concerns for the religions institutions are there ?
242,"how is a state governed? What is the purpose of the state? And from which sources will it derive its powers?
The following text lists the following major functions of the state, its sources, and the sources of its power.
It is very important, however, to understand the main functions of the state an",what is the name of the militant islamic party in tajikistan ?
243,"how is a state governed? What is the purpose of the state? And from which sources will it derive its powers?
The following text lists the following major functions of the state, its sources, and the sources of its power.
It is very important, however, to understand the main functions of the state an",what does the hizb ut-tahrir aim for ?
244,"how is a state legislature created?
There are three factors that determine the process of creating a state legislature from the ground-to-ground process. One is the number of members, the number of petition signatures needed in order for a state legislature to pass the law, and the number of members",what do religions communities have to register with ?
245,"how is a state legislature created?
There are several factors that can cause a state legislature to change its mind and decide to not change that state's law.
1) The legislature.
The legislature is a unitary, autonomous system of government that decides the affairs of the republic. It is a governmen",what does the scra require ?
246,"how is a state legislature created to provide for the building of churches? And from which state will it create its own religious-unfriendly policies?
A basic explanation of religious neutrality, which can help you understand some of the basic principles behind religious-unfriendly policies, is here",what do you have to have to gather for public prayer ?
247,"how is a state legislature supposed to make any effort to regulate or enforce religious activity? There are two possible answers: 1.to establish that registration requirements be enforced with local authorities. 2.to restrict religious activity to local areas of a state or a part thereof, in a parti",what can happen if you do not register ?
248,"how is tajikistan getting the required medical supplies during its projected health-care needs?
In 2005, the Health Ministry (MoD) estimated that for every 1.5 gdp spent, the state-granted healthcare system would need to provide the equivalent of 7.5 gdp for every 1.2 liter gdp needed. Since 2004 a ",what is wrong with the health care system in tajikistan ?
249,"how is tajikistan's state to provide health care? How is tajikistan's state to provide other health care?
How is tajikistan's lack of health care a problem that need addressing?
According to the world economic system, tajikistan has 3 major health care services -- health care systems of medicine and",how many disabled people are registered in tajikistan ?
250," public expenditure on health is at 1 % of the gdp in 2004. i.e. public expenditure on health are at 1 % of the GDP in 2004. In other words, public expenditure on health is not 1 % of GDP in 2003. the economic system is at the very beginning of human development and progress towards human developmen",what percent of the gdp was spent on health ?
251,"how is tajikistan different from any other country with regards to health care? tajikistan has an extraordinarily low population growth rate, and there are significant difficulties for health care.
The government of tajikistan is not considering new health services, however. tajikistan has a long-st",what was the name of the paper that the world bank and tajikistan came up with ?
252," public education in tajikistan consists of 11 years of primary and secondary education but the government has plans to implement a 12-year system in 2016. 
We could easily define a system that will be followed in 2016, i.e. the government will be introducing a secondary system, one that could be ma",how many years of school are there in the tajikistan school system ?
253," public education in tajikistan consists of 11 years of primary and secondary education but the government has plans to implement a 12-year system in 2016. 
We could easily define a system that will be followed in 2016, i.e. the government will be introducing a secondary system, one that could be ma",what do they want to impliment in 2016 ?
254,"how is higher demand for tertiary education in thai during 2008-2013-2004 tajikistan state university compared to other states that have large number of universities of higher education, such as the states of Bihar and Rajasthan?
According to the data from the survey conducted two years from 2008 -l",what is the name of one of the tertiary education institutions ?
255,"how is higher demand for tertiary education in the labor market being reflected in higher demand for tertiary education enrollment and how is the change reflected in the cost structure for higher capacity education, such as the new government funded high capacity education sector?
According to the i",what is the percent of tertiary education enrollment ?
256,"how is the history of social life influenced by the culture of anthropology? And from which sources will we learn from which sources? 
From the beginning of our civilization's history onwards, human societies emerged from the deep cultural and historical depths of cultures all over the world. In par",what is anthropology a study of ?
257,"how is the history of social life influenced by the culture of civilization? And from which sources will we learn from which sources? Because societies that have reached a stage of development when social structures reflect cultural diversity, are thought of as developed societies, or ones that reac",what type of anthropology describes the workings of societies around the world ?
258,"how is the history of social life influenced by the culture of civilization? And from which sources will we learn from which sources? Because societies that have reached a stage of development when social structures reflect cultural diversity, are thought of as developed societies, or ones that reac",what investigates the influence of language in social life ?
259,"how is the history of social life influenced by the culture of civilization? And from which sources will we learn from which sources? Because societies that have reached a stage of development when social structures reflect cultural diversity, are thought of as developed societies, or ones that reac",what subdivision of anthropology concerns itself with the long-term development of the human organism ?
260,"how is the history of social life described in the context of anthropology? And from which context will we learn from which sources? Because of that question, there are several difficulties when it comes to exploring the topic of social origins. First, we need to do some background research. Secondl",where is archaeology considered a branch of anthropology ?
261,"how is the history of evolution in the present historical period possible?
1.1. The origin of hominin-to-eugenicism [1] In a later development, the hominin-to-eugenics movement was also known as the genetic method. It was based on the idea that all individuals are one. Evolutionary theory was essent",vienna created it 's society in what year ?
262,"how is the history of evolution in the present historical period possible?
1.1. To understand the history of evolution in the present period, we have to look at the relation between the scientific, theoretical and social origins of knowledge. In the nineteenth century the scientific theories that we",when was the berlin society of anthropology founded by rudolph virchow ?
263,"how is the history of evolution in the present historical period possible?
1.1. The origin of hominin-to-eugenicism [1] In a later development, the hominin-to-eugenics movement was also known as the genetic method. It was based on the idea that all individuals are one. Evolutionary theory was essent",when was the american anthropological association founded ?
264,"how is the history of evolution in the present historical period possible?
1.1. The origin of hominin-to-eugenicism [1] In a later development, the hominin-to-eugenics movement was also known as the genetic method. It was based on the idea that all individuals are one. Evolutionary theory was essent",when did madrid get it 's own anthropological society ?
265,"how is the question ""the results of man's work with regards to the evolution of life"" scientifically confirmed?  However, the best that could be done is for the human body to remain unchanged, be the sole source of knowledge for all, be the sole cause of all, be the primary mechanism for human growt",what did virchow feel darwin 's conclusions lacked ?
266,"how is the history of anthropology important? 
Based on what we know from his sources, it would be true to say that the period during which there were significant innovations for anthropology, such as the spread of science in different fields, was characterized by the development of a major social s",what proliferated in the last three decades of the 19th century ?
267,"how is the history of anthropology important? 
Based on what we know from his sources, it would be true to say that the period during which there were significant innovations for anthropology, such as the spread of science in different fields, was characterized by the development of a major social s",what did all the anthropological societies allow their membership to be ?
268,"how is the history of anthropology important? 
Based on what we know from his sources, it would be true to say that the history of anthropology starts from the late 20th century.
It will be appreciated in that it is not clear whether or not the history started sometime in the middle 20th century, es",who belonged to these proliferating organizations ?
269,"how is the history of anthropology important? 
Based on what we know from the sources, it must be true that a large class of modern scholars took part in the anthropological field.   This will depend upon many different historical factors.
According to the Wikipedia article:
In the 19th century, the",how many educational institutions had some curriculum in anthropology by 1898 ?
270,"how is the history of anthropology important? 
Based on what we know from the sources, it must be true that a large class of modern scholars took part in the anthropological field.   This will depend upon many different historical factors.
According to the Wikipedia article:
In the 19th century, the",how many countries were the institutions teaching anthropology located in ?
271,"how is the history of social anthropology influenced by historical traditions? As a result of his work, it should be recognized as a very interesting text for scholars of social anthropology working for social and ethnic groups, such as social justice, feminism, and ethnocentrism, in the social scie",when did bronislaw malinoswki and franz boas do their relevant work ?
272,"how is this question relevant?:
It seems to me that there is no need for this question in the world today but to ask the question itself. One way or another, one can think about the topic of cultural relativism, holism, and the importance of context as they are two very different approaches to cultu",what did margaret mead advocate for ?
273,"how is the history of social anthropology influenced by historical traditions? As a result of his work, it should be recognized as a very interesting text for scholars of social anthropology working for social and ethnic groups, such as social justice, feminism, and ethnocentrism, in the social scie",what has cultural anthropology distinguished itself from other social sciences by emphasizing ?
274,"how is this question relevant?:
It seems to me that there is no need for this question in the world today but to ask the question itself. One way or another, one can think about the topic of cultural relativism, holism, and the importance of context as they are two very different approaches to cultu",what did boas ' argue against ?
275,"how is cultural anthropology relevant for a broader political discussion, with regards to the politics of the 20th century? What are the ways in which modern historiography influences American political discourse, and are the major themes that draw American peoples from these cultures?
With the cont",what has cultural anthropology specifically emphasized ?
276,"how is anthropology different from natural sciences? A recent debate in academic circles is ""how anthropologists should explain the diversity of human societies that results from cultural change "". A strong position, says the authors, is that cultural change is a natural reaction to the various soci",what fields are forced to confront one another in anthropology ?
277,"how is the history of homo sapiens to be explained?
1.1. The origin and evolution of homo sapiens and its social organization and culture
In our context.
1.1 Introduction
1.2. Structure
If humans, animals, plants, animal, and bird are at some point present in our world.
Human beings and animals are ",what builds upon natural and social sciences ?
278,"how is anthropology different from natural sciences? A recent debate in academic circles is ""how anthropologists should explain the diversity of human societies that results from cultural change "". A strong position, says the authors, is that cultural change is a natural reaction to the various soci",what type of discipline is anthropology ?
279,"how is the history of social organization influenced by early European anthropological studies? i.e.,how is homo sapiens organized within that organization?  What's the relation between homo sapiens and other social groups of homo sapiens, especially the group that has evolved the highest level of h",where did early anthropology originate ?
280,"how is this question relevant?:
It seems to me that there is no reason why this question might not be relevant to any other particular topic like ethics. As for ethics, I am inclined to conclude that the question is irrelevant, i.e. that the question is meaningless, i.e. that it contains nothing at ",what interdisciplinary fields has anthropology been central in the development of ?
281," How is the history of social consciousness influenced by historical and cultural knowledge? How is the current historical developments influencing the composition of cultural history (e.g. social cognition)? In short, how are the theoretical issues discussed in social knowledge from these contempor",what has sociocultural anthropology been heavily influenced by ?
