,generated question,gold question
1675,Who placed Tesla on their cover?,On which magazine's cover did Tesla appear in 1931
1676,On what day did Time magazine put Tesla on its cover?,For what occasion was he put on the cover?
1677,"Who was quoted as saying the cover caption was ""all the world's his power house""?",To which technology type that Tesla worked on did the caption refer to?
1678,Who got congratulatory letters from Tesla?,What famous person congratulated him?
1679,Who wrote congratulatory letters to Tesla?,How many other important people sent letters?
1680,"What is the term for the branch of the theory of computation that focuses on classifying computational problems according to their inherent difficulty, and relating those classes to each other?",What branch of theoretical computer science deals with broadly classifying computational problems by difficulty and class of relationship?
1681,What is the characteristic of the classification of computational problems according to the theory?,By what main attribute are computational problems classified utilizing computational complexity theory? 
1682,What is understood to be the task that is in principle amenable to being solved by a computer?,What is the term for a task that generally lends itself to being solved by a computer?
1683,What is considered considered as the reason a problem is considered inherently difficult?,What measure of a computational problem broadly defines the inherent difficulty of the solution?
1684,What is the term for the science of understanding complex problems?,What method is used to intuitively assess or quantify the amount of resources required to solve a computational problem?
1685,What are two resources that the theory quantifies to solve problems?,What are two basic primary resources used to guage complexity?
1686,What is another measure of the complexity of a problem?,What unit is measured to determine circuit complexity?
1687,What is one of the roles of computational complexity theory?,What practical role does defining the complexity of problems play in everyday computing?
1688,What are two related fields in theoretical computer science?,What two fields of theoretical computer science closely mirror computational complexity theory?
1689,What is the term for the field devoted to analyzing the amount of resources needed by a particular algorithm to solve a problem?,What field of computer science analyzes the resource requirements of a specific algorithm isolated unto itself within a given problem?
1690,What is the term for the theory derived from imposing restrictions on available resources?,What field of computer science analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve to a given problem?  
1691,"What is the name of the theory that asks what kind of problems can, in principle, be solved algorithmically?",What field of computer science is primarily concerned with determining the likelihood of whether or not a problem can ultimately be solved using algorithms?
1692,What is the term for the input string for a computational problem?,What is the name given to the input string of a computational problem?
1693,Who should be considered as the input to a problem?,"In computational complexity theory, what is the term given to describe the baseline abstract question needing to be solved? "
1694,What type of utterance is a problem instance?,Is a problem instance typically characterized as abstract or concrete?
1695,What is the term for the input string to a computational problem?,What is another name for any given measure of input associated with a problem?
1696,What is the output corresponding to the given input?,What is the general term used to describe the output to any given input in a problem instance?
1697,How many kilometers passing through the city of the choice instance is there?,By how many kilometers does the traveling salesman problem seek to classify a route between the 15 largest cities in Germany?
1698,"What is the quantitative answer the decision version of the traveling salesman problem is of little use for solving other instances of the problem, such as asking for a round trip through all sites in Milan whose total length is at most?",What is one example of an instance that the quantitative answer to the traveling salesman problem fails to answer?
1699,What type of problem does the complexity theory address?,What does computational complexity theory most specifically seek to answer? 
1700,"When considering computational problems, the following word is used in this context:","In a computational problem, what can be described as a string over an alphabet?"
1701,What is the alphabet usually taken to be?,What is the name of the alphabet is most commonly used in a problem instance?
1702,What are the strings over the alphabet called?,What is another term for the string of a problem instance?
1703,What type of notation can integers be represented in?,"In the encoding of mathematical objects, what is the way in which integers are commonly expressed?"
1704,What is another way that graphs can be encoded?,What is one way in which graphs can be encoded? 
1705,What is one of the central objects of study in computational complexity theory?,What kind of problems are one of the main topics studied in computational complexity theory?
1706,What is the answer of the decision problem?,What are the two simple word responses to a decision problem?
1707,What is the alternate ending of a decision problem?,What are the two integer responses to a decision problem?
1708,"Can a decision problem be viewed as a formal language, where the members of the language are instances whose output is?",What will the output be for a member of the language of a decision problem?
1709,"Can a decision problem be viewed as a formal language, where the members of the language are instances whose output is?",What answer denotes that an algorithm has accepted an input string?
1710,What is the input as the decision problem?,What kind of graph is an example of an input used in a decision problem?
1711,What is the term associated with this decision problem?,What is the term for the set of all connected graphs related to this decision problem?
1712,"To obtain a precise definition of this language, one has to decide whether the set of all connected graphs is how",What encoding decision needs to be made in order to determine an exact definition of the formal language?
1713,What type of problem is the function problem?,A function problem is an example of what?
1714,What is expected at the end of a function problem?,How many outputs are expected for each input in a function problem?
1715,"What is the term for the computation problem where a single output (of a total function) is expected for every input, but the output is more complex than that of a decision problem?",The traveling salesman problem is an example of what type of problem?
1716,What problem is considered an example of a function problem?,"In addition to the traveling salesman problem, what is another example of a function problem?"
1717,What is the characteristic of the output of a function problem compared to that of a decision problem?,Is the output of a functional problem typically characterized by a simple or complex answer?
1718,What type of problem is the opposite of function problems?,How can function problems typically be restated?
1719,What is the multiplication of two integers expressed as?,"If two integers are multiplied and output a value, what is this expression set called?"
1720,"To measure the difficulty of solving a computational problem, what may wish to see?",What is a commonly used measurement used to determine the complexity of a computational problem?
1721,Who usually takes the size of the input in bits?,What is one variable on which the running time may be contingent?
1722,How is the time required to solve a problem calculated?,How is the time needed to obtain the solution to a problem calculated?
1723,What is usually considered as the size of the input in bits?,In what unit is the size of the input measured?
1724,What is Complexity theory interested in how algorithms scale with?,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?
1725,Whose thesis says that a problem can be solved with a feasible amount of resources if it admits a polynomial time algorithm?,Whose thesis states that the solution to a problem is solvable with reasonable resources assuming it allows for a polynomial time algorithm?
1726,What is the term for the maximum time taken over all inputs of size n?,"If input size is is equal to n, what can respectively be assumed is the function of n?"
1727,What is the term for the maximum time taken over all inputs of size n?,What term corresponds to the maximum measurement of time across all functions of n? 
1728,What is the term for the maximum time taken over all inputs of size n?,How is worst-case time complexity written as an expression?
1729,"If the worst-case time complexity T(n) is a polynomial in n, what is the algorithm?","Assuming that T represents a polynomial in T(n), what is the term given to the corresponding algorithm?"
1730,What is the most commonly used model in complexity theory?,What is the term for a mathematical model that theoretically represents a general computing machine?
1731,What is it considered that the Turing machine can be solved by?,It is generally assumed that a Turing machine can solve anything capable of also being solved using what?
1732,What is the most commonly used model in complexity theory?,What is the most commonplace model utilized in complexity theory?
1733,What is the basic building block of a Turing machine?,What does a Turing machine handle on a strip of tape?
1734,Who is the most basic Turing machine?,What is generally considered to be the most basic iteration of a Turing machine?
1735,What is the basic Turing machine derived from?,What fixed set of factors determine the actions of a deterministic Turing machine
1736,Who is a Turing machine with an extra supply of random bits?,What is the term used to identify a deterministic Turing machine that has additional random bits?
1737,What is a Turing machine with the added feature of non-determinism called?,What type of Turing machine is capable of multiple actions and extends into a variety of computational paths?
1738,Algorithms that use random bits are called what?,What is the term given to algorithms that utilize random bits?
1739,What are many types of Turing machines used to define?,Turing machines are commonly employed to define what? 
1740,"When resources are bounded, some of these may be more powerful than others?",What are two factors that directly effect how powerful a Turing machine may or may not be?
1741,Who are two types of Turing machines?,"In the determination of complexity classes, what are two examples of types of Turing machines?"
1742,What type of machines has the author mentioned?,What is an example of a machine model that deviates from a generally accepted multi-tape Turing machine?
1743,What is the characteristic of the machine model different from the standard multi-tape Turing machines that make this statement?,"In considering Turing machines and alternate variables, what measurement left unaffected by conversion between machine models? "
1744,What may vary between models?,What two resources commonly consumed by alternate models are typically known to vary?
1745,What is in common with the various machine models?,"What commonality do alternate machine models, such as random access machines, share with Turing machines?"
1746,What type of time resource is a very important resource in analyzing computational problems?,What type of Turing machine can be characterized by checking multiple possibilities at the same time?
1747,What is easier considered resource for analyzing computational problems?,What often affects or facilitates ease of analysis in computational problems?
1748,What type of models does the non-deterministic Turing machine capture?,A non-deterministic Turing machine has the ability to capture what facet of useful analysis?
1749,What is a resource that is derived from branching that captures the mathematical models we want to analyze?,What is the most critical resource in the analysis of computational problems associated with non-deterministic Turing machines?
1750,What is the total number of steps a Turing machine makes before it halts and outputs the answer?,The time required to output an answer on a deterministic Turing machine is expressed as what?
1751,What is complexity theory interested in classifying problems based on?,Complexity theory classifies problems based on what primary attribute?
1752,What is the denotation used to tell whether a problem can be solved in the time f(n) on a deterministic Turing machine?,What is the expression used to identify any given series of problems capable of being solved within time on a deterministic Turing machine?
1753,What is the time required by a deterministic Turing machine M on input x?,What is the most critical resource measured to in assessing the determination of a Turing machine's ability to solve any given set of problems?
1754,What is the term for the measure of any complexity?,Time and space are both examples of what type of resource?
1755,What type of resource can the complexity measure be viewed as?,A complexity resource can also be described as what other type of resource?
1756,What are the three Blum complexity axioms that are generally defined?,What is typically used to broadly define complexity measures?
1757,What is the term for the measure Blum Complexity axioms?,Communication complexity is an example of what type of measure?
1758,What is the term for the measure Blum Complexity axioms?,Decision tree is an example of what type of measure?
1759,What are three different ways of measuring the time complexity of different inputs of the same size?,What are the three primary expressions used to represent case complexity?
1760,What is another term for the time complexity?,Case complexity likelihoods provide variable probabilities of what general measure? 
1761,What type of measure is the average case complexity?,What is one common example of a critical complexity measure?
1762,What is the term for the pieces of data that can sometimes get multiple solutions?,Case complexities provide three likelihoods of what differing variable that remains the same size? 
1763,What is the name of the algorithm that solves the problem of sorting a list of integers that is given as the input?,What provides a solution to a list of integers provided as input that ned to be sorted?
1764,"When the input is sorted or sorted in reverse order, the algorithm takes time of what type of case?","When extensive time is required to sort integers, this represents what case complexity?"
1765,How long does the algorithm take for a list of integers to be sorted in reverse order?,What is the expression used to denote a worst case complexity as expressed by time taken?
1766,Who is interested in proving upper and lower bounds on the minimum amount of time required by?,Classification of resources is contingent on determining the upper and lower bounds of minimum time required by what?  
1767,What field does the writer describe as a result of analysing a particular algorithm?,The analysis of a specific algorithm is typically assigned to what field of computational science?
1768,"To show an upper bound, one is much more interested in proving whether the time required of the most efficient algorithm in a given problem is lower than what?",Which bound of time is more difficult to establish?
1769,"To show an upper bound, one needs to show only that there is a particular algorithm with running time at most what?",A specific algorithm demonstrating T(n) represents what measure of time complexity?
1770,"Who is included in the phrase ""all possible algorithms""?",What is the colloquial phrase used to convey the continuum of algorithms with unlimited availability irrespective of time? 
1771,Upper and lower bounds are usually stated using what?,What expression is generally used to convey upper or lower bounds?
1772,"Upper and lower bounds are usually stated using the big O notation, which hides what?",What does a big O notation hide?
1773,"If T(n) = 7n2 + 15n + 40, in big O notation one would write T(n) = what?",How would one write T(n) = 7n2 + 15n + 40 in big O notation? 
1774,Who is the big O notation independent of?,Big O notation provides autonomy to upper and lower bounds with relationship to what? 
1775,What type of class has the following features?,What has complicated definitions that prevent classification into a framework?
1776,What type of school is the complexity class?,Complexity classes are generally classified into what?
1777,What type of definitions do some complexity classes have?,Difficulty in establishing a framework for complexity classes can be caused by what variable?
1778,What is the only model the computation time above by some concrete function f(n) often yields complexity classes that depend on?,Concrete bounding of computation time frequently produces complexity classes contingent upon what?
1779,What type of time is the language xx | x is any binary string able to be solved within?,A multi-tape Turing machine requires what type of time for a solution?
1780,What type of machines requires quadratic time?,A language solved in quadratic time implies the use of what type of Turing machine?
1781,Whose thesis states the time complexities in any two reasonable and general models of computation are polynomially related?,What thesis specifies that a polynomial relationship exists within time complexities in a computational model? 
1782,What is the set of decision problems solvable by a deterministic Turing machine within polynomial time?,Decision problems capable of being solved by a deterministic Turing machine while maintaining adherence to polynomial time belong to what class?
1783,What is used by an algorithm to accomplish a process?,What are two examples of measurements are bound within algorithms to establish complexity classes?
1784,What is the term used to describe enforcing a certain condition?,What function is used by algorithms to define measurements like time or space?
1785,What is the term for the class of problem that can be defined by bounding the space used by the algorithm?,Bounding of time and space or similar measurements is often used by algorithms to define what?
1786,Which are important complexity classes?,What are three examples of complexity classes associated with definitions established by probabilistic Turing machines?
1787,Who defines AC and NC?,AC and NC are complexity classes typically associated with what type of circuit?
1788,What type of machines are the BQP and QMA defined on?,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine?
1789,Who is an important complexity class of counting problems?,What is the expression used to represent a complexity class of counting problems?
1790,Who defines IP and AM?,IP and AM are most commonly defined by what type of proof system?
1791,What is the characteristic of the complexity classes defined in this way that it desirable to prove that relaxing the requirements on (say) what indeed defines a bigger set of problems?,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?
1792,Who is included in this text?,In what expression can one expect to find DTIME(n)
1793,What are the theorems that give the answer to the time and space requirements mentioned in the text?,What theorems are responsible for determining questions of time and space requirements?
1794,What are the theorems called because they induce?,Resources are constrained by hierarchy theorems to produce what?
1795,What is the best title for this passage?,What kind of statement is made in the effort of establishing the time and space requirements needed to enhance the ultimate number of problems solved?
1796,What form the basis for most separation results of complexity classes?,What is the foundation for separation results within complexity classes?
1797,Who is P considered strictly contained in?,What is responsible for constraining P according to the time hierarchy theorem?
1798,Who is L considered strictly contained in?,Within what variable is L constrained according to the space hierarchy theorem?
1799,What is the term for the transformation of one problem into another problem?,What concept is frequently used to define complexity classes?
1800,What problem does the formal notion of a reduction capture?,Reduction essentially takes one problem and converts into what?
1801,What is the term for the transformation of one problem into another problem?,"According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y?"
1802,Who are two different types of reductions?,What are two examples of different types of reduction?
1803,What is another term for the method of reduction?,Polynomial time reductions are an example of what?
1804,What is the most commonly used reduction?,What is the most frequently employed type of reduction?
1805,What problem can the problem of squaring an integer be reduced to?,What equates to a squared integer according to polynomial time reduction?
1806,What type of time does the reduction process take?,What measurement of time is used in polynomial time reduction?
1807,What problem can the polynomial-time reduction solve?,What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?  
1808,What is the problem of the algorithm for multiplying two integers used for?,According to polynomial time reduction squaring can ultimately be logically reduced to what?
1809,What is the notion of hard problems dependent upon?,The complexity of problems often depends on what?
1810,"If all problems in C can be reduced to X, how does a problem feel to be hard for a class?",What would create a conflict between a problem X and problem C within the context of reduction? 
1811,What is the advantage of the algorithm for X?,An algorithm for X which reduces to C would us to do what?
1812,What is the term for the set of problems that are hard for the user?,A problem set that that is hard for the expression NP can also be stated how?
1813,What type of problem contains the most difficult problems in N?,The hardest problems in NP can be analogously written as what class of problems?
1814,Who are the most difficult problems in NP?,NP complete problems contain the lowest likelihood of being located in what problem class?
1815,Why is it considered unknown the polynomial-time version of 1?,"If P = NP is unsolved, and reduction is applied to a known NP-complete problem vis a vis Π2 to  Π1, what conclusion can be drawn for Π1?"
1816,Who are the most difficult problems in NP?,"If polynomial time can be utilized within an NP-complete problem, what does the imply P is equal to?"
1817,Who is the writer of the Cobham-Edmonds thesis?,What complexity class is characterized by a computational tasks and efficient algorithms?
1818,What is the name of the hypothesis derived from P?,What hypothesis is associated with the complexity class of P viewed as a mathematical abstraction with efficient algorithmic functionality?
1819,Who is the class of P from which every P problem is a member?,What complexity class is commonly characterized by unknown algorithms to enhance solvability?
1820,What problem does the writer describe as a non-definitionist?,What is an example of a problem that rests within the NP complexity class?
1821,Who are special non-deterministic Turing machines?,In what theoretical machine is it confirmed that a problem in P belies membership in the NP class?
1822,What will be shown if p equals np is answered yes?,"If P is ultimately proven to be equal tot NP, what effect would this have on the efficiency of problems?"
1823,What is another problem that P equals NP can solve that involves biology?,What is a particular problem in biology that would benefit from determining that P = NP?
1824,How much money will the P versus NP problem prize get the user?,What is the prize offered for finding a solution to P=NP?
1825,Who showed that if P  NP then there exist problems in NP that are neither in P nor NP-complete?,Who demonstrated that P= NP implies problems not present in P or NP-complete?
1826,What are the names for problems in NP that are neither in P nor NP-complete?,What is the name for a problem that meets Ladner's assertion?
1827,What problem in the writer's opinion is P-intermediat?,What is an example of an NP-intermediate problem not known to exist in P or NP-complete? 
1828,What is the name of the computational problem of determining whether two finite graphs are isomorphic?,What is the problem attributed to defining if two finite graphs are isomorphic?
1829,What is the polynomial time hierarchy collapses to?,What class is most commonly not ascribed to the graph isomorphism problem in spite of definitive determination?
1830,What is the collapse of the polynomial hierarchy?,What finite hierarchy implies that the graph isomorphism problem is NP-complete? 
1831,"If graph isomorphism is NP-complete, the polynomial time hierarchy collapses to where?",To what level would the polynomial time hierarchy collapse if graph isomorphism is NP-complete?
1832,Who is the best algorithm for this problem?,Who are commonly associated with the algorithm typically considered the most effective with respect to finite polynomial hierarchy and graph isomorphism?
1833,What is the name of the computational problem?,What computational problem is commonly associated with prime factorization?
1834,Who is the problem of the integer factorization?,The integer factorization problem essentially seeks to determine if the value of of an input is less than what variable? 
1835,Who employs the RSA algorithm?,That there currently exists no known integer factorization problem underpins what commonly used system?
1836,Who is the best known algorithm for integer factorization?,What is the most well-known algorithm associated with the integer factorization problem?
1837,How are many considered as the known complexity classes?,What is the unproven assumption generally ascribed to the value of complexity classes?
1838,"Who are the three unknown classes from which the sentence ""many known complexity classes are suspected to be unequal"" originates?",What is an expression that can be used to illustrate the suspected inequality of complexity classes?
1839,Where are there many unknown complexity classes?,"Where can the complexity classes RP, BPP, PP, BQP, MA, and PH be located?"
1840,What would be considered as the greatest breakthrough in complexity theory?,What evidence between and among complexity classes would signify a theoretical watershed for complexity theory?
1841,What is the class containing the complement problems to Np problems?,In what complexity class do complement problems of NP problems exist?
1842,What is the yes/no answers to complement problems?,How do the yes/no answers of a complement problem of NP appear?
1843,What is the relationship between P and NP?,What is commonly believed to be the value relationship between P and co-NP
1844,What has been shown that P is not equal to Np if these two complexity classes are not equal?,What implication can be derived for P and NP if P and co-NP are established to be unequal?
1845,Who is the set of all problems that can be solved in logarithmic space called?,What variable is associated with all problems solved within logarithmic space?
1846,What is not considered as the set of all problems that can be solved in logarithmic space?,"Though unkown, what are the most commonly ascribed attributes of L in relation to P"
1847,What is the term for the various sets of problems that can be solved in logarithmic space?,What lies between L and P that prevents a definitive determination of the relationship between L and P?
1848,Who are two complexity classes between the two?,What are two complexity classes between L and P?
1849,What is not known about the complexity classes between P and L?,What is unknown about the complexity classes between L and P that further prevents determining the value relationship between L and P?
1850,What are problems considered as the opposite of NP-complete problems?,Problems capable of theoretical solutions but consuming unreasonable time in practical application are known as what?
1851,"To see why exponential-time algorithms might be unusable in practice, consider what?",Intractable problems lacking polynomial time solutions necessarily negate the practical efficacy of what type of algorithm?
1852,Who are intractable problems from a P-model?,"If NP is not equal to P, viewed through this lens, what type of problems can also be considered intractable?"
1853,Who has been shown not to be in P?,What eponymous variation of arithmetic presents a decision problem not evidenced in P?
1854,Who has solved the decision problem in Presburger arithmetic?,"Despite the Presburger problem, and in view of intractability, what has been done to establish solutions in reasonable periods of time?"
1855,What problem can algorithms solve over a wide range of sizes in less than quadratic time?,What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes?
1856,How long does the algorithm have to solve the P-complete knapsack problem over a wide range of sizes?,How quickly can an algorithm solve an NP-complete knapsack problem?
1857,What problem do SAT solvers routinely handle large instances of?,What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms?
1858,What happened before the actual research explicitly devoted to the complexity of algorithmic problems started off?,What tactic did researchers employ to offset the former deficit of work surrounding the complexity of algorithmic problems?
1859,Who was the most influential person from prior to 1936 in terms of the definition of Turing machines?,Who was the most influential researcher among those grappling with the deficit of work surrounding the complexity posed by algorithmic problems?
1860,What was the most influential definition from Alan Turing in 1936?,What theoretical device is attributed to Alan Turing?
1861,When was the definition of Turing machines by Alan Turing?,In what year was the Alan Turing's definitional model of a computing device received?
1862,What was the term used to describe a series of machines that Alan Turing set out to create?,In the most basic sense what did a Turing machine emulate?
1863,"Who wrote the seminal paper ""On the Computational Complexity of Algorithms""?",What paper is commonly considered the bellwether ushering in systematic studies computational complexity?
1864,Who wrote On the Computational Complexity of Algorithms?,"What individuals were responsible for authoring ""On the Computational Complexity of Algorithms""?"
1865,"When was the paper ""On the Computational Complexity of Algorithms"" by Juris Hartmanis and Richard Stearns published?",In what year was Hatmanis and Stearn's seminal work in computational complexity received? 
1866,What two things was the paper known for?,"What complex measurements were defined by ""On the Computational Complexity of Algorithms""?"
1867,"When was the paper ""On the Computational Complexity of Algorithms"" by Juris Hartmanis and Richard Stearns published?","In what year did Edmond's characterize a ""good"" algorithm?"
1868,Whose definition of linear bounded automata is notable?,Who provided a definition of linear bounded automata in 1960?
1869,When was Myhill's study of rudimentary sets published?,In what year did Raymond Sullivan publish a study of rudimentary sets?
1870,Whose paper on real-time computations was written first?,"In 1962, who was responsible for the authorship of a paper published on real time-computations?"
1871,What is the topic of the passage?,What is the concrete choice typically assumed by most complexity-theoretic theorems?
1872,What is the topic of the discussion based on?,"In the effort of maintaining a level of abstraction, what choice is typically left independent?"
1873,Who developed an axiomatic complexity theory?,Who is responsible for axiomatic complexity theory?
1874,"What is the name of the so-called, speed-up theorem?",What theorem was implicated by Manuel Blum's axioms?
1875,What is the name of the groundbreaking paper written by Richard Karp in 1972?,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?
1876,How many diverse combinatorial and graph theoretical problems in Richard Karp's paper were NP-complete?,"How many combinatory and graph theoretical problems, formerly believed to be plagued by intractability, did Karp's paper address?"
1877,"teacher may use a lesson plan to facilitate student learning, providing a course of study which is called what?",What is a course of study called?
1878,What science does the writer describe as a qualification in teachers?,What is another name to describe the science of teaching?
1879,Where must a person who wishes to become a teacher get the required education?,Where do most teachers get their credentials from?
1880,What may be considered as the educational technology?,What can a teacher use to help students learn?
1881,teacher is often considered as the role of?,Where is a teacher most likely to be teaching at?
1882,teacher's role may vary among which?,What factor may make a teacher's role vary?
1883,What type of schooling do teachers teach?,What is similar to literacy that a teacher would teach?
1884,What type of instruction may the teacher teach?,What is similar to vocational training?
1885,What type of schooling do teachers teach?,What type of teaching would help the most with everyday life?
1886,Who is the teacher as the informal learning is assisted by?,Who is most likely to teach a child at home?
1887,What type of schooling can take place?,"If someone is being taught at their place of residence, what is it called?"
1888,What type of schooling can take place through home schooling?,What type of education is home schooling?
1889,What type of position does the teacher occupy?,What is the opposite of an ongoing role of teaching?
1890,Who with what may assist the informal learning?,What would a community member need to teach informally?
1891,What type of teachers may teach religious texts?,What is another general name for a religious teacher?
1892,Who are the teachers as described in the text?,What type of text is the Quran?
1893,What books do religious and spiritual teachers teach?,Name a text that might be used by a religious teacher to teach.
1894,"Who may teach religious texts such as the Quran, Torah or Bible?","Who would generally teach from a work like the Quran, Torah or Bible?"
1895,What is the term for the educational method where children learn in a family setting?,What is another name for teaching within the family?
1896,Who may carry out formal teaching?,Who is most likely to be doing formal teaching?
1897,What is the highest rank the professionals can obtain?,What is another type of accountant other than a CPA?
1898,Who is in the wider community?,"In addition to teaching within the family, where else is informal teaching done?"
1899,Who may carry out formal teaching?,"Who is generally considered on the same level as physicians, lawyers, engineers, and accountants (Chartered or CPA)?"
1900,What type of school functions do teachers supervise?,What could a teacher help in organizing?
1901,What type of activities may the teacher supervise?,What would type of activities would require a teacher to take on a supervisor role?
1902,What type of school may the teacher supervise?,What would type of studying would require a teacher to take on a supervisor role?
1903,Who may have responsibility for student discipline?,Who might be responsible for student discipline?
1904,"Who serves and protects the public interest through certifying, governing and enforcing the standards of practice for the teaching profession?",What do government's run that affects teachers?
1905,Why are teacher's colleges generally established?,Why would a teacher's college exist?
1906,Who is the schooling institute meant to serve?,Who would a teacher's college be protecting?
1907,"Who are the various bodies designed to instill, preserve and update the knowledge?",Who is taught at teacher's colleges?
1908,teacher's colleges are generally established to serve and protect what public interest?,"Teacher's colleges certify, govern and enforce what for teachers?"
1909,Who are the teachers in publicly funded schools required to be?,Who could be the subjects of a teacher's college investigation?
1910,What type of investigations may the teacher’s college be interested in taking?,What could someone be investigated for?
1911,Who are the school students required to be members?,A teacher must be a member in good standing with what entity in many situations?
1912,Who are the school students required to be members?,Who might take disciplinary action against a teacher?
1913,Who are the school students required to be members?,Who might be charged with accrediting teacher education programs?
1914,Where might teacher facilitate students learning?,Where might a teacher teach that is not inside a building?
1915,teacher who teaches on an individual basis may be described as a,What is the name for a teacher of just one person?
1916,"In education, teachers facilitate student learning, often in a school or academy or perhaps in another environment such as outdoors?",Where is another indoor location for a teacher other than a school?
1917,What is the school or academy or something else to do?,What is the role of teachers in education?
1918,What type of approach is the objective typically accomplished through?,What is another way of learning that is not formal?
1919,Different ways to teach are often referred to as what?,What is a name for the different ways to instruct students?
1920,What type of school resource do teachers assist their students in learning outside the classroom?,What is a typical name for learning that is not inside of the classroom?
1921,What has begun to shape the way teachers approach their roles in the classroom?,"What has started to change the way teachers teach in the classroom, generally?"
1922,What has become the driving force for technology?,What has risen to be a factor in teaching today?
1923,What is the objective of the educational material?,What objective would be labeled as practical?
1924,Who decides the curriculum?,Who would decide on the curricula that is consistent and standard?
1925,What type of disabilities does the teacher teach?,What type of disability would a teacher help a student with?
1926,Who is the age group the teacher may interact with?,What is the youngest student a teacher might have?
1927,What type of curriculum may the teacher follow?,What type of curricula is it that a teacher may likely follow?
1928,What is regarded as the educational levels of students in this class?,What would a teacher assess the levels of a student on?
1929,What type of learning takes place from a former teacher?,In what areas does most of the learning take place?
1930,What is the function of the teacher to the timid?,What would a teacher do for someone who is timid?
1931,What is the function of the teacher to fix the cocky?,What would a teacher do for someone who is cocky?
1932,Who employs the students the teacher is to pressure?,What function is a teacher's role similar to?
1933,What is the most significant difference between primary school and secondary school teaching?,What's the biggest difference in the teaching relationship for primary and secondary school?
1934,What will the school students be taught every week?,What does a teacher teach in primary school?
1935,Who will teach the students at secondary school?,Who teaches in secondary schools?
1936,Whose school students will have a teacher who stays with them for most of the week and will teach them the whole curriculum?,Which type of school has a closer teacher-child relationship?
1937,teacher acts as what as the relationship between children and their teachers tends to be closer in the primary school?,What type of parenting role does a teacher take on?
1938,What type of schooling do these approaches have?,What type of approaches for primary school are available that are different than the norm?
1939,What is the system called that involves a group of students together in one class?,What type of system takes students from one specialist to another for each subject?
1940,"What is the advantage students get from a ""platoon"" system?","In a platoon style teaching, what gives the children security?"
1941,How would you describe students at a place like this?,The teacher's in a platoon style teaching are usually more _____?
1942,Where is the schooling system found most?,What country is this teaching subject discussing?
1943,What trend in educational institutions has become a new trend?,What is a new trend in teaching?
1944,How many teachers work harmoniously to fulfill the needs of every student in the classroom?,How many teachers are usually involved when co-teaching?
1945,What is the goal of the educational institution?,What does co-teaching get the students to focus on?
1946,How is co-teaching defined?,How do co-teachers work with each other to fulfill the needs of students?
1947,What allows the students to reach their full cognitive potential?,What type of support does co-teaching provide?
1948,What was the most common form of school discipline?,What was the usual type of school discipline?
1949,teacher was expected to act as whose role?,What was the teacher's role while the child was with them?
1950,What was the school discipline the most common?,What types of discipline did the teacher have access to?
1951,Who was the most common form of school discipline?,How common of a type was corporal punishment in schools?
1952,When was a teacher expected to act as a substitute parent?,When could a teacher act in the role of a parent?
1953,How common was spanking the student in order to cause physical pain?,How common was the form of corporal punishment in the past?
1954,Who has banned corporal punishment?,Where is corporal punishment no longer practiced?
1955,Whose Constitution does the US Supreme Court decide in 1977 that paddling does not violate?,What Western country is corporal punishment still allowed?
1956,Who finally decided that corporal punishment is lawful?,What U.S. entity said that corporal punishment was Constitutional?
1957,What is caused by spanking or caning or strapping or birching the student in order to cause?,What does corporal punishment cause a student?
1958,Who has banned corporal punishment?,How many US states do no practice corporal punishment?
1959,Whose states have not banned corporal punishment?,Where is corporal punishment practiced the most?
1960,How is corporal punishment used at public schools?,Is corporal punishment increasing or declining in the South?
1961,What is administered at US schools to teach corporal punishment?,What tool is used in corporal punishment?
1962,Where is corporal punishment usually given?,Where is corporal punishment usually performed these days?
1963,What is the commonplace corporal punishment method?,What is a common practice in official corporal punishment?
1964,Whose school corporal punishment is often by caning?,What countries is corporal punishment still a normal practice?
1965,"To learn more about this, where can be found information?",Where can you find more information on a country's practices?
1966,What is the most common punishment in schools?,What is a common punishment in Singapore?
1967,What is the most common punishment in schools?,What is a common punishment in the UK and Ireland?
1968,Where is detention one of the most common punishments?,Where does the pupil remain while in detention
1969,What should the students normally do during detention?,"If a detention requires a pupil to just sit there, how are they required to sit?"
1970,What type of work does the student have to write in detention?,"If a detention asks the student to write, what do they write?"
1971,teacher discipline in North America and Western Europe relies upon the idea of whether they are what type of teacher?,What type of teacher is required in the Western Europe model of discipline?
